model,cohort,period,y_true,y_hat,resid
FE+AR,0,45,-1.404651569745053,-2.2832570177923053,-0.8786054480472523
FE+AR,0,46,-1.482100183925255,-2.177886123433221,-0.695785939507966
FE+AR,0,47,-1.1262189506424096,-2.085323255296549,-0.9591043046541394
FE+AR,0,48,-1.2104890848495427,-2.0040115742123104,-0.7935224893627677
FE+AR,0,49,-0.8200715722496839,-1.9325834776781499,-1.112511905428466
FE+AR,0,50,0.2117544348503939,-1.869837597793958,-2.0815920326443518
FE+AR,0,51,-0.31185814940685774,-1.8147185951398899,-1.5028604457330321
FE+AR,0,52,-0.25569353312229054,-1.7662994087457156,-1.510605875623425
FE+AR,0,53,-0.5729583290655136,-1.7237656636090777,-1.150807334543564
FE+AR,0,54,-0.26229879475786894,-1.6864019735086146,-1.4241031787507457
FE+AR,0,55,-0.4838992272424026,-1.65357990873537,-1.1696806814929674
FE+AR,0,56,1.3404817434684144,-1.6247474263685993,-2.9652291698370137
FE+AR,0,57,0.8910640914649413,-1.5994195853210182,-2.4904836767859595
FE+AR,0,58,0.7970517486899531,-1.5771703899873954,-2.3742221386773483
FE+AR,0,59,0.1600886205069465,-1.5576256253126743,-1.7177142458196208
FE+AR,1,45,-2.6114234366006324,-2.2793805773589604,0.332042859241672
FE+AR,1,46,-2.365422435309811,-2.174009682999876,0.19141275230993493
FE+AR,1,47,-2.38837912789799,-2.081446814863204,0.30693231303478585
FE+AR,1,48,-1.016143431328662,-2.0001351337789655,-0.9839917024503035
FE+AR,1,49,-0.4346393896083033,-1.928707037244805,-1.4940676476365016
FE+AR,1,50,0.4038166436176863,-1.8659611573606132,-2.2697778009782996
FE+AR,1,51,0.13609547615807172,-1.810842154706545,-1.9469376308646167
FE+AR,1,52,0.19022702985223258,-1.7624229683123707,-1.9526499981646033
FE+AR,1,53,-0.7352295867347232,-1.7198892231757328,-0.9846596364410096
FE+AR,1,54,-1.0656571826219672,-1.6825255330752698,-0.6168683504533026
FE+AR,1,55,-0.04425037974024118,-1.649703468302025,-1.605453088561784
FE+AR,1,56,0.5770771235579203,-1.6208709859352544,-2.1979481094931748
FE+AR,1,57,-0.0739837641593949,-1.5955431448876733,-1.5215593807282786
FE+AR,1,58,-0.049576753675153684,-1.5732939495540506,-1.5237171958788969
FE+AR,1,59,-0.6639198602802825,-1.5537491848793294,-0.889829324599047
FE+AR,2,45,-2.414090132108089,-1.690192835958973,0.7238972961491161
FE+AR,2,46,-2.925101863663261,-1.5848219415998888,1.3402799220633723
FE+AR,2,47,-2.6232955134226192,-1.492259073463217,1.1310364399594022
FE+AR,2,48,-1.4748282279942704,-1.4109473923789784,0.06388083561529201
FE+AR,2,49,-0.27391982811227356,-1.3395192958448177,-1.065599467732544
FE+AR,2,50,0.3518137218454628,-1.2767734159606259,-1.6285871378060888
FE+AR,2,51,0.7817813319338806,-1.2216544133065579,-2.0034357452404383
FE+AR,2,52,1.5302630117267921,-1.1732352269123834,-2.7034982386391757
FE+AR,2,53,0.3231934315687173,-1.1307014817757453,-1.4538949133444625
FE+AR,2,54,-0.5961841556775627,-1.0933377916752827,-0.49715363599772
FE+AR,2,55,-0.4231528613106445,-1.0605157269020378,-0.6373628655913932
FE+AR,2,56,-0.19542721315701958,-1.0316832445352668,-0.8362560313782472
FE+AR,2,57,-0.4630336556527691,-1.006355403487686,-0.5433217478349169
FE+AR,2,58,0.04751557152755809,-0.9841062081540632,-1.0316217796816214
FE+AR,2,59,0.08888831975339545,-0.9645614434793423,-1.0534497632327378
FE+AR,3,45,-1.4665371992670104,-0.9904456370997805,0.4760915621672299
FE+AR,3,46,-1.3342145539810495,-0.8850747427406962,0.4491398112403533
FE+AR,3,47,-0.9471504077403217,-0.7925118746040245,0.15463853313629716
FE+AR,3,48,-0.29480390883219176,-0.7112001935197857,-0.41639628468759393
FE+AR,3,49,-0.3544106363046189,-0.6397720969856251,-0.2853614606810062
FE+AR,3,50,0.1467358079093597,-0.5770262171014333,-0.723762025010793
FE+AR,3,51,0.05940576389114677,-0.5219072144473652,-0.581312978338512
FE+AR,3,52,0.39698192623085204,-0.4734880280531908,-0.8704699542840428
FE+AR,3,53,0.5370604891241552,-0.4309542829165528,-0.968014772040708
FE+AR,3,54,0.19564594500459134,-0.39359059281609,-0.5892365378206813
FE+AR,3,55,-0.6071215096300004,-0.36076852804284515,0.2463529815871553
FE+AR,3,56,-0.5421518531587436,-0.3319360456760744,0.21021580748266921
FE+AR,3,57,-0.25448414107303274,-0.30660820462849353,-0.05212406355546079
FE+AR,3,58,0.29503317176500776,-0.2843590092948707,-0.5793921810598784
FE+AR,3,59,0.8137229505529437,-0.2648142446201497,-1.0785371951730935
FE+AR,4,45,-0.19807211517051132,-0.7391835717189368,-0.5411114565484254
FE+AR,4,46,0.3028498766009772,-0.6338126773598525,-0.9366625539608296
FE+AR,4,47,0.14840772613779,-0.5412498092231808,-0.6896575353609707
