model,cohort,period,y_true,y_hat,resid
FE+AR,0,45,-0.8746842824325252,-0.2846652906990421,0.590018991733483
FE+AR,0,46,-0.5090329397083775,-0.2608608324096333,0.24817210729874417
FE+AR,0,47,-0.43483414683020305,-0.23947761588908162,0.19535653094112143
FE+AR,0,48,-0.23065875587616244,-0.22026936745066894,0.010389388425493501
FE+AR,0,49,-0.3449881435094892,-0.20301486283873776,0.14197328067075143
FE+AR,0,50,-0.1767295101442925,-0.18751537935601803,-0.01078586921172553
FE+AR,0,51,0.3192859380277495,-0.17359240714475066,-0.4928783451725002
FE+AR,0,52,0.6306001574808163,-0.1610855932620917,-0.791685750742908
FE+AR,0,53,0.0661606260537611,-0.14985089487140713,-0.21601152092516823
FE+AR,0,54,0.3596092806509411,-0.13975892027948839,-0.4993682009304295
FE+AR,0,55,-0.016815291093228213,-0.1306934387131669,-0.1138781476199387
FE+AR,0,56,1.0530410076698333,-0.12255004167220286,-1.1755910493420363
FE+AR,0,57,0.35482520569343035,-0.11523494044105113,-0.4700601461344815
FE+AR,0,58,0.5001415227520302,-0.10866388591026742,-0.6088054086622976
FE+AR,0,59,-0.010225031814219632,-0.10276119826697762,-0.09253616645275799
FE+AR,1,45,-1.2963348617342905,-0.6620536252546388,0.6342812364796516
FE+AR,1,46,-0.7594026378225919,-0.63824916696523,0.12115347085736183
FE+AR,1,47,-0.8632728709559009,-0.6168659504446783,0.2464069205112226
FE+AR,1,48,-0.8456269296945472,-0.5976577020062657,0.24796922768828156
FE+AR,1,49,-0.29149212175481903,-0.5804031973943344,-0.2889110756395154
FE+AR,1,50,0.16962344477227728,-0.5649037139116148,-0.7345271586838921
FE+AR,1,51,-0.3473440576367632,-0.5509807417003474,-0.2036366840635842
FE+AR,1,52,0.3938710291187334,-0.5384739278176884,-0.9323449569364218
FE+AR,1,53,-0.08795857982022012,-0.5272392294270039,-0.4392806496067837
FE+AR,1,54,-0.026042093625328694,-0.5171472548350852,-0.49110516120975645
FE+AR,1,55,0.11280319336824768,-0.5080817732687637,-0.6208849666370113
FE+AR,1,56,-0.04036005224960841,-0.4999383762277996,-0.45957832397819115
FE+AR,1,57,-0.057854242635821576,-0.4926232749966479,-0.4347690323608263
FE+AR,1,58,0.6000131774327749,-0.48605222046586416,-1.086065397898639
FE+AR,1,59,-0.13577820560130366,-0.48014953282257433,-0.3443713272212707
FE+AR,2,45,-1.0583404587855236,-0.8041911822581507,0.25414927652737296
FE+AR,2,46,-0.7958960910581911,-0.7803867239687419,0.015509367089449277
FE+AR,2,47,-1.013276327873924,-0.7590035074481901,0.25427282042573396
FE+AR,2,48,-0.5815270441881782,-0.7397952590097774,-0.15826821482159914
FE+AR,2,49,-0.6331626896069302,-0.7225407543978463,-0.08937806479091603
FE+AR,2,50,-0.45378549275619173,-0.7070412709151266,-0.25325577815893485
FE+AR,2,51,-0.7382345200100047,-0.6931182987038592,0.045116221306145454
FE+AR,2,52,-0.18741658015182577,-0.6806114848212002,-0.4931949046693744
FE+AR,2,53,-0.24602871460885667,-0.6693767864305156,-0.4233480718216589
FE+AR,2,54,0.020381716032864594,-0.6592848118385969,-0.6796665278714615
FE+AR,2,55,-0.18235205898986134,-0.6502193302722754,-0.46786727128241407
FE+AR,2,56,-0.015691182532900916,-0.6420759332313114,-0.6263847506984105
FE+AR,2,57,0.10255639566076652,-0.6347608320001596,-0.7373172276609261
FE+AR,2,58,-0.7085165702405788,-0.6281897774693759,0.08032679277120292
FE+AR,2,59,-0.2179523615794557,-0.6222870898260862,-0.40433472824663047
FE+AR,3,45,-1.0249355034668106,-0.9297248210930998,0.09521068237371078
FE+AR,3,46,-1.2433441690766276,-0.905920362803691,0.33742380627293656
FE+AR,3,47,-1.0235885088215657,-0.8845371462831393,0.13905136253842643
FE+AR,3,48,-1.3743732831074695,-0.8653288978447267,0.5090443852627429
FE+AR,3,49,-0.8011943572792279,-0.8480743932327954,-0.04688003595356749
FE+AR,3,50,-0.6758832701802353,-0.8325749097500758,-0.15669163956984045
FE+AR,3,51,-0.4362366828527428,-0.8186519375388084,-0.3824152546860656
FE+AR,3,52,-0.047655476355127124,-0.8061451236561494,-0.7584896473010223
FE+AR,3,53,0.11950464529492982,-0.7949104252654648,-0.9144150705603946
FE+AR,3,54,-0.3336858792442189,-0.7848184506735462,-0.4511325714293273
FE+AR,3,55,-0.48071676057546286,-0.7757529691072247,-0.2950362085317618
FE+AR,3,56,-0.32547754601378853,-0.7676095720662606,-0.44213202605247204
FE+AR,3,57,-0.960667394604592,-0.7602944708351089,0.20037292376948312
FE+AR,3,58,-0.2010945460899019,-0.7537234163043252,-0.5526288702144233
FE+AR,3,59,-0.07321562297397705,-0.7478207286610353,-0.6746051056870583
FE+AR,4,45,-1.3523445102506617,-1.0578632611000283,0.29448124915063345
FE+AR,4,46,-1.362811837790537,-1.0340588028106195,0.3287530349799175
FE+AR,4,47,-1.949324593382126,-1.0126755862900678,0.9366490070920581
FE+AR,4,48,-1.304898594305098,-0.9934673378516551,0.31143125645344283
FE+AR,4,49,-0.9235587707689371,-0.976212833239724,-0.052654062470786855
FE+AR,4,50,-0.4690427923657299,-0.9607133497570042,-0.4916705573912743
FE+AR,4,51,-0.5265881583213553,-0.9467903775457368,-0.4202022192243815
FE+AR,4,52,-0.4159431381362667,-0.9342835636630779,-0.5183404255268111
FE+AR,4,53,-0.33831858730571884,-0.9230488652723933,-0.5847302779666744
FE+AR,4,54,-0.3615828123100225,-0.9129568906804746,-0.5513740783704522
FE+AR,4,55,-0.8564974694855542,-0.903891409114153,-0.047393939628598836
FE+AR,4,56,-0.4899556802261438,-0.895748012073189,-0.4057923318470452
FE+AR,4,57,-0.017109001783053968,-0.8884329108420372,-0.8713239090589833
FE+AR,4,58,-0.5855485029240028,-0.8818618563112536,-0.29631335338725073
FE+AR,4,59,-0.8170052742759486,-0.8759591686679638,-0.05895389439201515
FE+AR,5,45,-1.2765067056329438,-0.9741964455273221,0.3023102601056217
FE+AR,5,46,-1.3230504612964078,-0.9503919872379133,0.3726584740584945
FE+AR,5,47,-1.6445324162634933,-0.9290087707173615,0.7155236455461318
FE+AR,5,48,-0.7336761418436509,-0.9098005222789489,-0.176124380435298
FE+AR,5,49,-0.8840966562580123,-0.8925460176670177,-0.00844936140900543
FE+AR,5,50,-0.34204255306358083,-0.877046534184298,-0.5350039811207172
FE+AR,5,51,-0.9867017277407222,-0.8631235619730306,0.12357816576769154
FE+AR,5,52,-0.340733022393562,-0.8506167480903717,-0.5098837256968096
FE+AR,5,53,-0.41674303892954945,-0.8393820496996871,-0.42263901077013766
FE+AR,5,54,-0.6799626137871337,-0.8292900751077684,-0.14932746132063468
FE+AR,5,55,-0.6431061398253435,-0.820224593541447,-0.17711845371610346
FE+AR,5,56,-0.4737835200674987,-0.8120811965004828,-0.33829767643298414
FE+AR,5,57,-0.08229436507547783,-0.8047660952693312,-0.7224717301938534
FE+AR,5,58,-0.5822484343596273,-0.7981950407385474,-0.21594660637892016
FE+AR,5,59,-0.7063422670109665,-0.7922923530952576,-0.08595008608429111
FE+AR,6,45,-1.241198344337356,-1.0937613635264714,0.14743698081088463
FE+AR,6,46,-1.2235617732171644,-1.0699569052370625,0.15360486798010187
FE+AR,6,47,-1.4062046950769738,-1.0485736887165107,0.3576310063604631
FE+AR,6,48,-0.9966476173228439,-1.029365440278098,-0.03271782295525416
FE+AR,6,49,-0.5891269864660804,-1.0121109356661668,-0.4229839492000864
FE+AR,6,50,-0.16590147012425638,-0.9966114521834472,-0.8307099820591908
FE+AR,6,51,-0.563590414541023,-0.9826884799721798,-0.4190980654311568
FE+AR,6,52,0.2936816545921883,-0.9701816660895208,-1.2638633206817091
FE+AR,6,53,-0.06811998021855187,-0.9589469676988363,-0.8908269874802843
FE+AR,6,54,-0.3325832307512616,-0.9488549931069176,-0.616271762355656
FE+AR,6,55,-0.4105844579657347,-0.9397895115405961,-0.5292050535748614
FE+AR,6,56,-0.04460396671120581,-0.931646114499632,-0.8870421477884262
FE+AR,6,57,-0.247774151024634,-0.9243310132684803,-0.6765568622438464
FE+AR,6,58,-0.43006076357823864,-0.9177599587376966,-0.4876991951594579
