category,model,time_idx,tau_t,tau_t_std,tau_t_lo95,tau_t_hi95,is_post,n_active_cohorts,truth
scenC_seed2,FE+AR,0,0.004721569981671586,0.02413192436119513,-0.04257700176627086,0.052020141729614035,False,20,0.0
scenC_seed2,FE+AR,1,0.004721569981674832,0.024131924361185476,-0.0425770017662487,0.05202014172959837,False,20,0.0
scenC_seed2,FE+AR,2,0.00472156998167741,0.02413192436118549,-0.04257700176624615,0.05202014172960097,False,20,0.0
scenC_seed2,FE+AR,3,0.00472156998167252,0.02413192436118552,-0.0425770017662511,0.052020141729596146,False,20,0.0
scenC_seed2,FE+AR,4,0.00472156998166688,0.024131924361185504,-0.04257700176625671,0.05202014172959047,False,20,0.0
scenC_seed2,FE+AR,5,0.004721569981667749,0.024131924361185504,-0.04257700176625584,0.05202014172959134,False,20,0.0
scenC_seed2,FE+AR,6,0.004721569981669451,0.024131924361185508,-0.04257700176625415,0.052020141729593045,False,20,0.0
scenC_seed2,FE+AR,7,0.00472156998167358,0.024131924361185476,-0.042577001766249956,0.05202014172959711,False,20,0.0
scenC_seed2,FE+AR,8,0.004721569981674468,0.02413192436118549,-0.042577001766249095,0.05202014172959803,False,20,0.0
scenC_seed2,FE+AR,9,0.004721569981671104,0.02413192436118549,-0.042577001766252454,0.05202014172959467,False,20,0.0
scenC_seed2,FE+AR,10,0.00472156998167077,0.024131924361185473,-0.04257700176625276,0.052020141729594294,False,20,0.0
scenC_seed2,FE+AR,11,0.004721569981672102,0.024131924361185504,-0.04257700176625149,0.05202014172959569,False,20,0.0
scenC_seed2,FE+AR,12,0.004721569981674581,0.024131924361185483,-0.04257700176624896,0.05202014172959813,False,20,0.0
scenC_seed2,FE+AR,13,0.004721569981671184,0.024131924361185476,-0.04257700176625235,0.05202014172959472,False,20,0.0
scenC_seed2,FE+AR,14,0.004721569981671036,0.02413192436118549,-0.04257700176625252,0.0520201417295946,False,20,0.0
scenC_seed2,FE+AR,15,0.004721569981671869,0.024131924361185463,-0.042577001766251635,0.052020141729595376,False,20,0.0
scenC_seed2,FE+AR,16,0.0047215699816717,0.024131924361185497,-0.04257700176625188,0.05202014172959527,False,20,0.0
scenC_seed2,FE+AR,17,0.004721569981672465,0.024131924361185487,-0.04257700176625109,0.05202014172959602,False,20,0.0
scenC_seed2,FE+AR,18,0.004721569981672109,0.024131924361185476,-0.04257700176625143,0.05202014172959564,False,20,0.0
scenC_seed2,FE+AR,19,0.004721569981671771,0.024131924361185487,-0.04257700176625178,0.05202014172959533,False,20,0.0
scenC_seed2,FE+AR,20,0.004721569981671746,0.02413192436118548,-0.042577001766251794,0.052020141729595286,False,20,0.0
scenC_seed2,FE+AR,21,0.004721569981672909,0.024131924361185497,-0.04257700176625066,0.052020141729596486,False,20,0.0
scenC_seed2,FE+AR,22,0.004721569981672337,0.024131924361185476,-0.0425770017662512,0.05202014172959587,False,20,0.0
scenC_seed2,FE+AR,23,0.004721569981671227,0.02413192436118549,-0.042577001766252336,0.052020141729594786,False,20,0.0
scenC_seed2,FE+AR,24,0.004721569981673231,0.024131924361185504,-0.04257700176625036,0.05202014172959682,False,20,0.0
scenC_seed2,FE+AR,25,0.0047215699816711,0.024131924361185476,-0.04257700176625243,0.052020141729594634,False,20,0.0
scenC_seed2,FE+AR,26,0.004721569981671797,0.02413192436118548,-0.042577001766251746,0.052020141729595334,False,20,0.0
scenC_seed2,FE+AR,27,0.00472156998167132,0.024131924361185476,-0.04257700176625221,0.052020141729594856,False,20,0.0
scenC_seed2,FE+AR,28,0.0047215699816728655,0.024131924361185494,-0.042577001766250705,0.05202014172959643,False,20,0.0
scenC_seed2,FE+AR,29,0.004721569981672016,0.024131924361185483,-0.04257700176625153,0.05202014172959556,False,20,0.0
scenC_seed2,FE+AR,30,0.004721569981669585,0.02413192436118549,-0.04257700176625397,0.05202014172959315,False,20,0.0
scenC_seed2,FE+AR,31,0.004721569981671214,0.02413192436118549,-0.04257700176625235,0.05202014172959477,False,20,0.0
scenC_seed2,FE+AR,32,0.004721569981671714,0.024131924361185494,-0.04257700176625186,0.05202014172959528,False,20,0.0
scenC_seed2,FE+AR,33,0.004721569981672326,0.02413192436118549,-0.04257700176625123,0.05202014172959589,False,20,0.0
scenC_seed2,FE+AR,34,0.0047215699816716234,0.024131924361185497,-0.042577001766251954,0.052020141729595196,False,20,0.0
scenC_seed2,FE+AR,35,0.004721569981672798,0.02413192436118548,-0.04257700176625074,0.05202014172959634,False,20,0.0
scenC_seed2,FE+AR,36,0.004721569981671968,0.02413192436118549,-0.04257700176625159,0.05202014172959553,False,20,0.0
scenC_seed2,FE+AR,37,0.004721569981673045,0.024131924361185497,-0.04257700176625053,0.05202014172959662,False,20,0.0
scenC_seed2,FE+AR,38,0.004721569981671987,0.02413192436118548,-0.04257700176625155,0.05202014172959553,False,20,0.0
scenC_seed2,FE+AR,39,0.004721569981671392,0.024131924361185476,-0.04257700176625214,0.052020141729594925,False,20,0.0
scenC_seed2,FE+AR,40,0.0047215699816716234,0.024131924361185483,-0.042577001766251926,0.05202014172959517,False,20,0.0
scenC_seed2,FE+AR,41,0.0047215699816722505,0.02413192436118548,-0.04257700176625129,0.05202014172959579,False,20,0.0
scenC_seed2,FE+AR,42,0.00472156998167199,0.02413192436118549,-0.04257700176625157,0.05202014172959555,False,20,0.0
scenC_seed2,FE+AR,43,0.004721569981671808,0.02413192436118549,-0.04257700176625175,0.05202014172959537,False,20,0.0
scenC_seed2,FE+AR,44,0.00472156998167234,0.02413192436118549,-0.04257700176625122,0.0520201417295959,False,20,0.0
scenC_seed2,FE+AR,45,-0.27818868656643997,0.04267065850870203,-0.36182317724349594,-0.194554195889384,True,20,0.0
