model,period,mean,lo95,hi95,truth
FE+AR,45,1.1491285373382816,0.28877842189627734,2.009478652780286,1.1484121307154396
FE+AR,46,1.0501340094632596,-0.08575702983640765,2.186025048762927,0.6145366075846987
FE+AR,47,0.9647973722603452,-0.33865537407282187,2.2682501185935124,-0.004152339940762417
FE+AR,48,0.8912342995792412,-0.5239424367960274,2.30641103595451,-0.22286730066833865
FE+AR,49,0.8278204384328519,-0.6649729997742632,2.320613876639967,0.0703521748540637
FE+AR,50,0.7731555415092833,-0.7747965591456939,2.3211076421642605,0.3927084640627095
FE+AR,51,0.7260325481819085,-0.8616674901143797,2.3137325864781966,0.2217194207344399
FE+AR,52,0.6854109312924341,-0.9311930726077788,2.302014935192647,-0.38555563188906783
FE+AR,53,0.6503937211748281,-0.9873585468630319,2.288145989212688,-0.8812767197189133
FE+AR,54,0.6202076995854634,-1.0330847009472364,2.273500100118163,-0.9348072770289704
FE+AR,55,0.5941863261998248,-1.0705600356296956,2.258932688029345,-0.7361665146482703
FE+AR,56,0.5717550206741777,-1.101452026978582,2.244962068326937,-0.6191871862446118
FE+AR,57,0.5524184752840474,-1.1270481240658068,2.231885074633902,-0.40192639135709685
FE+AR,58,0.5357497179887103,-1.1483533012770053,2.219852737254426,0.12391114350641064
FE+AR,59,0.5213806844222142,-1.1661594197154839,2.2089207885599125,0.5031785132328348
GP-CP,45,1.0371705303456766,0.32340074695060417,1.750940313740749,1.1484121307154396
GP-CP,46,0.602782132174368,-0.5251831065041412,1.7307473708528773,0.6145366075846987
GP-CP,47,0.19880060625542734,-1.1869324302711706,1.5845336427820251,-0.004152339940762417
GP-CP,48,-0.06834031474172253,-1.5307181042020508,1.3940374747186057,-0.22286730066833865
GP-CP,49,-0.20542261367218512,-1.6495394474677723,1.2386942201234021,0.0703521748540637
GP-CP,50,-0.2621824158664133,-1.6710969098566348,1.1467320781238084,0.3927084640627095
GP-CP,51,-0.28150276676826386,-1.667331734803061,1.1043262012665331,0.2217194207344399
GP-CP,52,-0.2867960698626215,-1.6625389416636003,1.0889468019383572,-0.38555563188906783
GP-CP,53,-0.2874676757414005,-1.6619724904362667,1.0870371389534657,-0.8812767197189133
GP-CP,54,-0.28598326238539834,-1.6677099833282365,1.0957434585574397,-0.9348072770289704
GP-CP,55,-0.28160247489673823,-1.6842096767205652,1.1210047269270886,-0.7361665146482703
GP-CP,56,-0.2716802983857407,-1.7186266283022755,1.1752660315307941,-0.6191871862446118
GP-CP,57,-0.2525998785216757,-1.7758512708295195,1.2706515137861683,-0.40192639135709685
GP-CP,58,-0.2218017288802408,-1.8499094768205002,1.4063060190600187,0.12391114350641064
GP-CP,59,-0.1805618605018992,-1.9221263450305255,1.561002624026727,0.5031785132328348
GP-CP-Extended,45,0.9735188926240059,0.5376005337236773,1.4094372515243345,1.1484121307154396
GP-CP-Extended,46,0.4761019091764221,-0.4380831765265038,1.390286994879348,0.6145366075846987
GP-CP-Extended,47,0.07026609460745964,-1.2324333502739033,1.3729655394888225,-0.004152339940762417
GP-CP-Extended,48,-0.1531681168560559,-1.6296195410962946,1.3232833073841828,-0.22286730066833865
GP-CP-Extended,49,-0.23785674830281828,-1.7239263283839037,1.2482128317782673,0.0703521748540637
GP-CP-Extended,50,-0.25673191529371725,-1.6982516888163877,1.184787858228953,0.3927084640627095
GP-CP-Extended,51,-0.2559487423903059,-1.6623226196252705,1.1504251348446586,0.2217194207344399
GP-CP-Extended,52,-0.25290527743969193,-1.6437644109193816,1.137953856039998,-0.38555563188906783
GP-CP-Extended,53,-0.25089036214668897,-1.6391313920205084,1.1373506677271306,-0.8812767197189133
GP-CP-Extended,54,-0.2489455740421393,-1.6447708008508377,1.146879652766559,-0.9348072770289704
GP-CP-Extended,55,-0.24500407576655275,-1.6640524757141129,1.1740443241810072,-0.7361665146482703
GP-CP-Extended,56,-0.2361201347991655,-1.7054364596516058,1.2331961900532749,-0.6191871862446118
GP-CP-Extended,57,-0.2187593286332517,-1.774760764028321,1.3372421067618177,-0.40192639135709685
GP-CP-Extended,58,-0.1904882590725942,-1.8645669891880539,1.4835904710428653,0.12391114350641064
GP-CP-Extended,59,-0.15249550183943822,-1.9528055237794057,1.6478145201005292,0.5031785132328348
