model,metric,value
FE+AR,Bias,0.8234346778887071
FE+AR,MAE,1.1364013051458164
FE+AR,RMSE,1.3496704739436622
GP-CP,Bias,0.012701783566327184
GP-CP,MAE,0.8471048548114334
GP-CP,RMSE,1.037659228040891
GP-CP-Extended,Bias,0.0038858469846136025
GP-CP-Extended,MAE,0.8053868190826711
GP-CP-Extended,RMSE,0.9938136259791827
