model,cohort,period,y_true,y_hat,resid
FE+AR,0,45,0.22504401043806244,-0.7947966038097847,-1.019840614247847
FE+AR,0,46,-0.42561106448020686,-0.8937911316848066,-0.46818006720459976
FE+AR,0,47,-1.3237787057692216,-0.979127768887721,0.3446509368815006
FE+AR,0,48,-2.4646144053820827,-1.052690841568825,1.4119235638132577
FE+AR,0,49,-2.427220252487996,-1.1161047027152144,1.3111155497727816
FE+AR,0,50,-2.3011527628295836,-1.170769599638783,1.1303831631908006
FE+AR,0,51,-1.4088741407161745,-1.2178925929661577,0.19098154775001674
FE+AR,0,52,-3.1217141417141137,-1.2585142098556321,1.8631999318584815
FE+AR,0,53,-3.3236316816919547,-1.2935314199732382,2.0301002617187165
FE+AR,0,54,-3.840406815191949,-1.3237174415626027,2.516689373629346
FE+AR,0,55,-4.364882086145638,-1.3497388149482414,3.0151432711973962
FE+AR,0,56,-4.706674689486226,-1.3721701204738885,3.3345045690123376
FE+AR,0,57,-3.1672973102610156,-1.3915066658640187,1.7757906443969969
FE+AR,0,58,-1.5300502232695883,-1.408175423159356,0.12187480011023233
FE+AR,0,59,-0.8324768244837373,-1.422544456725852,-0.5900676322421148
FE+AR,1,45,0.4738315770579754,-0.7891346203938268,-1.262966197451802
FE+AR,1,46,-0.5683394836279725,-0.8881291482688487,-0.3197896646408762
FE+AR,1,47,-1.3443275756123205,-0.9734657854717631,0.3708617901405574
FE+AR,1,48,-1.1303627084322196,-1.047028858152867,0.08333385027935258
FE+AR,1,49,-0.9896629170068254,-1.1104427192992565,-0.12077980229243113
FE+AR,1,50,-1.1817368264325931,-1.165107616222825,0.01662921020976804
FE+AR,1,51,-0.77384046363901,-1.2122306095501998,-0.43839014591118974
FE+AR,1,52,-1.7540595095555025,-1.2528522264396742,0.5012072831158283
FE+AR,1,53,-3.6772212453408724,-1.2878694365572803,2.389351808783592
FE+AR,1,54,-3.951372573745758,-1.3180554581466448,2.6333171155991133
FE+AR,1,55,-4.0513157626140295,-1.3440768315322835,2.707238931081746
FE+AR,1,56,-3.0543677168765964,-1.3665081370579306,1.6878595798186657
FE+AR,1,57,-2.6901976554951497,-1.3858446824480608,1.3043529730470889
FE+AR,1,58,-2.034766726537588,-1.402513439743398,0.6322532867941901
FE+AR,1,59,-1.7327156584159278,-1.4168824733098941,0.31583318510603364
FE+AR,2,45,0.8078777278229701,-0.6197729059447608,-1.4276506337677308
FE+AR,2,46,0.5198532389120535,-0.7187674338197827,-1.238620672731836
FE+AR,2,47,-1.1414474516283166,-0.8041040710226971,0.3373433806056195
FE+AR,2,48,-0.8083993559676383,-0.8776671437038012,-0.06926778773616282
