model,metric,value
FE+AR,Bias,-0.2110998648716702
FE+AR,MAE,3.033150994346003
FE+AR,RMSE,3.5514474316225804
GP-CP,Bias,0.00026392183188515145
GP-CP,MAE,3.0286316592463725
GP-CP,RMSE,3.532682831261387
GP-CP-Extended,Bias,0.01643363236612365
GP-CP-Extended,MAE,0.32208482446055514
GP-CP-Extended,RMSE,0.3948549274326672
