model,effect_type,index,mean,lo95,hi95,truth
FE+AR,alpha,0,0.33274879047157696,0.25702615166461695,0.40847142927853697,0.30838659609223856
FE+AR,alpha,1,-0.10063434261924281,-0.17635698142618772,-0.024911703812297903,-0.02477720156325706
FE+AR,alpha,2,-0.29180955933218405,-0.3675321981391289,-0.2160869205252392,-0.29495044225575356
FE+AR,alpha,3,-0.41763458364445954,-0.4933572224514043,-0.3419119448375148,-0.49131543498024627
FE+AR,alpha,4,-0.60926680095966,-0.6849894397666048,-0.5335441621527153,-0.6294416695622682
FE+AR,alpha,5,-0.7056240288543385,-0.781346667661283,-0.629901390047394,-0.734058831499275
FE+AR,alpha,6,-0.7961781074418488,-0.8719007462487933,-0.7204554686349043,-0.8196356384026707
FE+AR,alpha,7,-0.8110206599841889,-0.8867432987911333,-0.7352980211772445,-0.8779292142078751
FE+AR,alpha,8,-0.9061458626862178,-0.9818685014931621,-0.8304232238792735,-0.8784436674391737
FE+AR,alpha,9,-0.7726082218612782,-0.8483308606682224,-0.696885583054334,-0.7819314860486112
FE+AR,alpha,10,-0.6117267896426695,-0.6874494284496135,-0.5360041508357254,-0.5611745247227244
FE+AR,alpha,11,-0.26214079234350507,-0.33786343115044914,-0.18641815353656102,-0.21982250870169162
FE+AR,alpha,12,0.21013606562595677,0.1344134268190128,0.28585870443290073,0.19945308105736353
FE+AR,alpha,13,0.5750424940596994,0.4993198552527556,0.6507651328666433,0.6219787811910952
FE+AR,alpha,14,0.970201319429245,0.8944786806223013,1.0459239582361888,0.9615015826476565
FE+AR,alpha,15,1.107282098352972,1.0315594595460285,1.1830047371599157,1.1466009756868343
FE+AR,alpha,16,1.1181850985858526,1.042462459778909,1.1939077373927962,1.1430317324067518
FE+AR,alpha,17,0.9623216544498556,0.8865990156429121,1.038044293256799,0.9634177668142068
FE+AR,alpha,18,0.7124106209217466,0.6366879821148032,0.78813325972869,0.6607235073951607
FE+AR,alpha,19,0.29646160747268957,0.22073896866574622,0.3721842462796329,0.3083865960922393
FE+AR,beta,0,-0.6025906642342932,-0.736027257425298,-0.46915407104328843,-0.4909965777677808
FE+AR,beta,1,-0.4399278727404323,-0.5733644659313013,-0.3064912795495633,-0.409171856474791
FE+AR,beta,2,-0.36977077501144817,-0.5032073682023176,-0.23633418182057878,-0.2984836142891576
FE+AR,beta,3,-0.25913323488938356,-0.392569828080253,-0.12569664169851413,-0.1901984044430057
FE+AR,beta,4,-0.04888837195318185,-0.18232496514405097,0.08454822123768727,-0.09856905678929373
FE+AR,beta,5,-0.14535709644667866,-0.2787936896375478,-0.011920503255809484,-0.01830850240219561
FE+AR,beta,6,0.03727627565369385,-0.09616031753717541,0.1707128688445631,0.06806603625887826
FE+AR,beta,7,0.12142476156396681,-0.012011831626902114,0.25486135475483573,0.1767756341499533
FE+AR,beta,8,0.3398475742424475,0.2064109810515784,0.4732841674333166,0.3097146495863143
FE+AR,beta,9,0.3992948953941995,0.26585830220333023,0.5327314885850687,0.4481305856698842
