model,period,mean,lo95,hi95,truth
FE+AR,45,0.08504730147655416,-0.20136165013648327,0.37145625308959157,0.2538752853508921
FE+AR,46,0.09039807966227625,-0.292365189160804,0.4731613484853565,0.39362368834673434
FE+AR,47,0.09514197284150883,-0.3489173679654915,0.5392013136485092,0.5189787811781396
FE+AR,48,0.09934781388272784,-0.3875044969250455,0.5862001246905012,0.5899452449063054
FE+AR,49,0.10307662863375135,-0.41493650313861197,0.6210897604061146,0.5722161248598759
FE+AR,50,0.10638252139365,-0.4348659737771593,0.6476310165644593,0.452474316331442
FE+AR,51,0.10931345995447564,-0.4495208796676242,0.6681477995765754,0.24653325885348104
FE+AR,52,0.11191197160359462,-0.4603660666246184,0.6841900098318077,-0.0034852903201778272
FE+AR,53,0.11421576018546953,-0.4684116500745603,0.6968431704454994,-0.24216258169772176
FE+AR,54,0.11625825317632324,-0.4743767351906911,0.7068932415433375,-0.41891928067318934
FE+AR,55,0.11806908670962055,-0.47878464665989695,0.7149228200791381,-0.5040580966342346
FE+AR,56,0.11967453558998288,-0.4820221684027516,0.7213712395827173,-0.4964029258539689
FE+AR,57,0.12109789453494532,-0.48437831142078325,0.726574100490674,-0.41980280918895596
FE+AR,58,0.12235981617629174,-0.4860706901575197,0.7307903225101032,-0.31046873541781983
FE+AR,59,0.12347861072529459,-0.4872640162241367,0.7342212376747259,-0.20090532424579766
GP-CP,45,0.05948230903406748,-0.12620892763854913,0.2451735457066841,0.2538752853508921
GP-CP,46,0.040847334016400894,-0.24772430998485184,0.32941897801765363,0.39362368834673434
GP-CP,47,0.025783268410283333,-0.36285585837341416,0.41442239519398083,0.5189787811781396
GP-CP,48,0.017907974627442924,-0.44465315515651266,0.4804691044113985,0.5899452449063054
GP-CP,49,0.016918029328438222,-0.4803092559131587,0.5141453145700352,0.5722161248598759
GP-CP,50,0.020509147964444308,-0.4713370584430442,0.5123553543719328,0.452474316331442
GP-CP,51,0.02597746349002622,-0.4306917229600043,0.48264664994005674,0.24653325885348104
GP-CP,52,0.031125576958654366,-0.3794001432089716,0.4416512971262803,-0.0034852903201778272
GP-CP,53,0.034539465147988224,-0.343597933635638,0.41267686393161446,-0.24216258169772176
GP-CP,54,0.035494442433733175,-0.3467738752199192,0.41776276008738555,-0.41891928067318934
GP-CP,55,0.03374310923071233,-0.3948765216086545,0.46236274007007916,-0.5040580966342346
GP-CP,56,0.02934093879744487,-0.4747909490539149,0.5334728266488047,-0.4964029258539689
GP-CP,57,0.02255883378217527,-0.5692338125836869,0.6143514801480374,-0.41980280918895596
GP-CP,58,0.013858184671712126,-0.6650935437009358,0.6928099130443599,-0.31046873541781983
GP-CP,59,0.003874123456514056,-0.7537749962620138,0.7615232431750419,-0.20090532424579766
GP-CP-Extended,45,0.058615161212066114,-0.09003368160713593,0.20726400403126816,0.2538752853508921
GP-CP-Extended,46,0.041673184444461664,-0.20843138061343486,0.2917777495023582,0.39362368834673434
GP-CP-Extended,47,0.02860818657580133,-0.3262929276205074,0.38350930077211004,0.5189787811781396
GP-CP-Extended,48,0.022248277708895814,-0.41558678474801924,0.4600833401658109,0.5899452449063054
GP-CP-Extended,49,0.02182457748701755,-0.4605103800960803,0.5041595350701153,0.5722161248598759
GP-CP-Extended,50,0.02499711736789806,-0.4593871111844307,0.5093813459202268,0.452474316331442
GP-CP-Extended,51,0.029335158771941428,-0.42294932897533555,0.4816196465192184,0.24653325885348104
GP-CP-Extended,52,0.033023062791665336,-0.37139528198988786,0.43744140757321853,-0.0034852903201778272
GP-CP-Extended,53,0.03497875315923371,-0.33188906648196886,0.4018465728004363,-0.24216258169772176
GP-CP-Extended,54,0.034686711815261284,-0.33139470580006786,0.4007681294305904,-0.41891928067318934
GP-CP-Extended,55,0.031984064854092664,-0.37902788086262434,0.4429960105708097,-0.5040580966342346
GP-CP-Extended,56,0.02692117518667303,-0.46111412792129974,0.5149564782946459,-0.4964029258539689
GP-CP-Extended,57,0.01971709235982061,-0.5585200530200971,0.5979542377397382,-0.41980280918895596
GP-CP-Extended,58,0.010769202691985169,-0.6570847451740292,0.6786231505579994,-0.31046873541781983
GP-CP-Extended,59,0.000657288863530503,-0.7478367779595827,0.7491513556866438,-0.20090532424579766
