model,metric,value
FE+AR,Bias,0.06744342501197972
FE+AR,MAE,0.43146654419798564
FE+AR,RMSE,0.5116083490223793
GP-CP,Bias,-0.01414414200111545
GP-CP,MAE,0.41886150321389987
GP-CP,RMSE,0.5010516070146099
GP-CP-Extended,Bias,-0.013605554405095059
GP-CP-Extended,MAE,0.41824057261054653
GP-CP-Extended,RMSE,0.5007498863759231
