category,model,cohort_idx,time_idx,tau_ct,tau_ct_std,tau_ct_lo95,tau_ct_hi95,is_post,is_observed_ct,truth
scenB_seed3,FE+AR,0,0,0.21730412722652193,0.37509608834655805,-0.5178842059327319,0.9524924603857757,False,True,0.0
scenB_seed3,FE+AR,1,0,0.10690809420729586,0.3750960883465309,-0.6282802389519047,0.8420964273664964,False,True,0.0
scenB_seed3,FE+AR,2,0,0.05801610533519608,0.3750960883465308,-0.6771722278240043,0.7932044384943965,False,True,0.0
scenB_seed3,FE+AR,3,0,0.10881059064217824,0.3750960883465307,-0.6263777425170219,0.8439989238013784,False,True,0.0
scenB_seed3,FE+AR,4,0,0.1500737929279371,0.3750960883465306,-0.5851145402312629,0.8852621260871371,False,True,0.0
scenB_seed3,FE+AR,5,0,0.19087758629118357,0.3750960883465304,-0.5443107468680161,0.9260659194503832,False,True,0.0
scenB_seed3,FE+AR,6,0,0.13555838798769737,0.37509608834653024,-0.5996299451715019,0.8707467211468967,False,True,0.0
scenB_seed3,FE+AR,7,0,-0.03188207322392489,0.37509608834653013,-0.767070406383124,0.7033062599352742,False,True,0.0
scenB_seed3,FE+AR,8,0,-0.21351613426466687,0.37509608834653,-0.9487044674238657,0.521672198894532,False,True,0.0
scenB_seed3,FE+AR,9,0,-0.20621157550921038,0.37509608834652997,-0.9413999086684091,0.5289767576499884,False,True,0.0
scenB_seed3,FE+AR,10,0,-0.04239522334197887,0.3750960883465298,-0.7775835565011773,0.6927931098172195,False,True,0.0
scenB_seed3,FE+AR,11,0,0.1164681229037603,0.3750960883465297,-0.6187202102554379,0.8516564560629585,False,True,0.0
scenB_seed3,FE+AR,12,0,0.12081904298353918,0.3750960883465295,-0.6143692901756587,0.856007376142737,False,True,0.0
scenB_seed3,FE+AR,13,0,0.05763059680898447,0.37509608834652947,-0.6775577363502132,0.7928189299681823,False,True,0.0
scenB_seed3,FE+AR,14,0,0.09000100827441926,0.3750960883465293,-0.6451873248847781,0.8251893414336167,False,True,0.0
scenB_seed3,FE+AR,15,0,0.266263301075343,0.3750960883465292,-0.46892503208385417,1.0014516342345403,False,True,0.0
scenB_seed3,FE+AR,16,0,0.35998808190346154,0.375096088346529,-0.3752002512557353,1.0951764150626584,False,True,0.0
scenB_seed3,FE+AR,17,0,0.2771249580087425,0.3750960883465289,-0.45806337515045414,1.0123132911679391,False,True,0.0
scenB_seed3,FE+AR,18,0,0.1758380545226439,0.37509608834652886,-0.5593502786365526,0.9110263876818404,False,True,0.0
scenB_seed3,FE+AR,19,0,0.27170199840192377,0.3750960883465287,-0.4634863347572724,1.00689033156112,False,True,0.0
scenB_seed3,FE+AR,0,1,0.21730412722652437,0.37509608834641245,-0.517884205932444,0.9524924603854927,False,True,0.0
scenB_seed3,FE+AR,1,1,0.1069080942072983,0.3750960883463853,-0.6282802389516169,0.8420964273662135,False,True,0.0
scenB_seed3,FE+AR,2,1,0.05801610533519863,0.37509608834638514,-0.6771722278237162,0.7932044384941135,False,True,0.0
scenB_seed3,FE+AR,3,1,0.1088105906421808,0.375096088346385,-0.6263777425167338,0.8439989238010954,False,True,0.0
scenB_seed3,FE+AR,4,1,0.15007379292793965,0.3750960883463849,-0.5851145402309748,0.8852621260868541,False,True,0.0
scenB_seed3,FE+AR,5,1,0.19087758629118623,0.37509608834638475,-0.5443107468677278,0.9260659194501003,False,True,0.0
