model,metric,value
FE+AR,Bias,-0.0009250318263326444
FE+AR,MAE,1.0673313817774654
FE+AR,RMSE,1.3281047163438542
GP-CP,Bias,-0.0332653037154517
GP-CP,MAE,1.0018261735853726
GP-CP,RMSE,1.2510404146665541
GP-CP-Extended,Bias,-0.04779426308012972
GP-CP-Extended,MAE,1.0025175286355141
GP-CP-Extended,RMSE,1.244407214693278
