model,effect_type,index,mean,lo95,hi95,truth
FE+AR,beta,29,1.458311288230957,1.3272973237114347,1.5893252527504793,1.4877691942406563
FE+AR,beta,30,0.9455104578927521,0.8144964933732298,1.0765244224122745,1.046524752979885
FE+AR,beta,31,0.46537101238865464,0.33435704786913234,0.5963849769081769,0.4917500665360143
FE+AR,beta,32,-0.10238214711457103,-0.2333961116340935,0.028631817404951437,-0.057006517989423675
FE+AR,beta,33,-0.6933626110595571,-0.8243765755790795,-0.5623486465400347,-0.6634519915175912
FE+AR,beta,34,-1.1075742811737896,-1.2385882456933122,-0.9765603166542671,-1.1540301266868682
FE+AR,beta,35,-1.0272950890662256,-1.1583090535857479,-0.8962811245467034,-1.0739271724755044
FE+AR,beta,36,-0.3734508199832987,-0.5044647845028211,-0.24243685546377636,-0.40506638477456297
FE+AR,beta,37,0.6179858544840865,0.486971889964564,0.748999819003609,0.5088463020433477
FE+AR,beta,38,1.1746086244256517,1.0435946599061294,1.305622588945174,1.202621598867302
FE+AR,beta,39,1.2066939050944099,1.0756799405748876,1.3377078696139322,1.2280345355690265
FE+AR,beta,40,0.7479460526213244,0.6169320881018021,0.8789600171408467,0.600744728404318
FE+AR,beta,41,-0.1671190812228324,-0.29813304574235466,-0.03610511670331015,-0.1896305229595671
FE+AR,beta,42,-0.6394733251156427,-0.7704872896351651,-0.5084593605961203,-0.6599090254991827
FE+AR,beta,43,-0.7141443029997877,-0.8451582675193101,-0.5831303384802653,-0.6624848556947981
FE+AR,beta,44,-0.35160451550931454,-0.482618480028837,-0.2205905509897921,-0.35825536433842053
FE+AR,beta,45,0.0465238591876275,-0.08449010533189485,0.17753782370714985,-0.02032984447444125
FE+AR,beta,46,0.19926117189213835,0.06824720737261594,0.33027513641166073,0.1963699715959845
FE+AR,beta,47,0.3248230469861758,0.19380908246665352,0.4558370115056981,0.32935750616098974
FE+AR,beta,48,0.25110625120606217,0.12009228668653982,0.3821202157255845,0.3364824305022681
FE+AR,beta,49,0.11866235102500725,-0.012351613494515051,0.24967631554452954,0.16286419220535983
FE+AR,beta,50,-0.07213289491246302,-0.20314685943198535,0.0588810696070593,-0.11769704758642592
FE+AR,beta,51,-0.6096368846062638,-0.740650849125786,-0.47862292008674145,-0.5949317099623811
FE+AR,beta,52,-1.2893935892654487,-1.4204075537849712,-1.1583796247459262,-1.4130522849339946
FE+AR,beta,53,-2.154713853014762,-2.2857278175342843,-2.0236998884952397,-2.1052173699843877
FE+AR,beta,54,-2.0600290594418302,-2.1910430239613525,-1.929015094922308,-2.0084870187713078
FE+AR,beta,55,-1.2144032297028062,-1.3454171942223285,-1.083389265183284,-1.2193661007715142
FE+AR,beta,56,-0.3242045406986372,-0.45521850521815954,-0.1931905761791148,-0.3212786819080472
FE+AR,beta,57,0.347058504559272,0.2160445400397496,0.4780724690787944,0.3228845290592528
FE+AR,beta,58,0.5372327417108885,0.4062187771913661,0.6682467062304109,0.6282909231457542
FE+AR,beta,59,0.7213668465080427,0.5903528819885203,0.8523808110275651,0.7422820402297279
GP-CP,alpha,0,-0.33411692856609354,-0.40700882243369885,-0.26122503469848823,-0.29306313250655286
GP-CP,alpha,1,-0.28052317371991575,-0.34486849654304175,-0.21617785089678976,-0.1984915678127017
GP-CP,alpha,2,0.04280917305888857,-0.014649318643220874,0.10026766476099801,0.09830084070744546
GP-CP,alpha,3,0.2432349262929106,0.18624166458661234,0.30022818799920886,0.25912609057726976
GP-CP,alpha,4,-0.058452455846148846,-0.11441036311563638,-0.002494548576661315,-0.08932727395787349
GP-CP,alpha,5,-0.7069477116635889,-0.7628425517356877,-0.6510528715914902,-0.7629196817912777
GP-CP,alpha,6,-1.122589838431388,-1.1780949813572772,-1.0670846955054987,-1.1612913057268877
GP-CP,alpha,7,-0.9020036898561872,-0.9575175755435923,-0.8464898041687821,-0.9249843387519611
GP-CP,alpha,8,-0.16741644804416764,-0.22293082143962395,-0.11190207464871132,-0.17426384362693925
GP-CP,alpha,9,0.6431569586988579,0.5876611099853992,0.6986528074123166,0.6611620738527834
GP-CP,alpha,10,1.1958163826451595,1.1399412572742027,1.2516915080161164,1.1882264048661648
GP-CP,alpha,11,1.4280236935683188,1.3717006338375026,1.484346753299135,1.3757266224744353
GP-CP,alpha,12,1.3463382695731245,1.2903319204902086,1.4023446186560404,1.3137891843420606
GP-CP,alpha,13,0.849747867008726,0.7919815206085424,0.9075142134089095,0.8474532697438921
GP-CP,alpha,14,-0.007740442740121617,-0.06335975342162767,0.04787886794138444,-0.021202854627440156
GP-CP,alpha,15,-0.7617694168539466,-0.8203866233533753,-0.7031522103545179,-0.7635404325731726
GP-CP,alpha,16,-0.9384399441177951,-0.9950468645355296,-0.8818330237000606,-0.9090962983587364
GP-CP,alpha,17,-0.5850447583149616,-0.6435685624078715,-0.5265209542220517,-0.577041288753162
GP-CP,alpha,18,-0.10640277917979261,-0.17133703608568152,-0.04146852227390373,-0.09993836826191242
GP-CP,alpha,19,0.22232031648811992,0.14948923025452565,0.2951514027217142,0.23137590018456622
GP-CP,beta,0,-0.42921961648486223,-0.5565533782489027,-0.30188585472082174,-0.35593668168949866
GP-CP,beta,1,-0.7093140441784999,-0.8214096675212222,-0.5972184208357775,-0.6793259683182108
GP-CP,beta,2,-0.9757353458537928,-1.078519046063272,-0.8729516456443136,-0.9972103035543042
GP-CP,beta,3,-1.4239741950247884,-1.5274415688818146,-1.3205068211677622,-1.4913913275061774
GP-CP,beta,4,-1.9549364751214988,-2.0561209730704904,-1.8537519771725073,-1.9681408234104474
GP-CP,beta,5,-1.9521193902988132,-2.056250214607149,-1.8479885659904773,-1.866026849203992
GP-CP,beta,6,-1.253317930049104,-1.3539106456474699,-1.152725214450738,-1.1541601008138278
GP-CP,beta,7,-0.6150179405254604,-0.720084402503289,-0.5099514785476319,-0.579143237745524
GP-CP,beta,8,-0.5072102371270689,-0.608168012057303,-0.4062524621968348,-0.5336538157199375
GP-CP,beta,9,-0.4437925908259234,-0.548886781804123,-0.3386983998477239,-0.5123562705621928
GP-CP,beta,10,-0.1407065116316161,-0.2433119771836822,-0.03810104607955002,-0.20881881210699646
GP-CP,beta,11,-0.07303636434386766,-0.1761372921311215,0.030064563443386164,-0.11139414919285913
GP-CP,beta,12,-0.33427744748637,-0.43896777104198165,-0.22958712393075836,-0.37715524802230693
GP-CP,beta,13,-0.3734281938353226,-0.4741872117261176,-0.2726691759445276,-0.40658220495961395
GP-CP,beta,14,-0.09350996382610857,-0.19720772467224026,0.01018779702002312,-0.06527695203000657
GP-CP,beta,15,0.12921454891604117,0.028374606086732618,0.23005449174534973,0.1570051396993594
GP-CP,beta,16,0.24318253687662195,0.1417769667797253,0.3445881069735186,0.24698529537394973
GP-CP,beta,17,0.40980791494326224,0.3090959048610411,0.5105199250254834,0.43838047038979017
GP-CP,beta,18,0.6197924474774615,0.5189897761781899,0.7205951187767332,0.6060299173264225
GP-CP,beta,19,0.8303419331850104,0.7298252214562858,0.9308586449137349,0.7795424465429927
GP-CP,beta,20,1.0653332624054412,0.9644325491847385,1.166233975626144,1.1107043925595095
GP-CP,beta,21,1.2156075156556196,1.1150400984104079,1.3161749329008314,1.2746108792318869
GP-CP,beta,22,1.0854791256906717,0.9841354991244146,1.1868227522569288,1.024116924001739
GP-CP,beta,23,0.8595697322034741,0.758824094521442,0.9603153698855063,0.7942492620400098
GP-CP,beta,24,1.038143000174239,0.936721301358107,1.1395646989903712,1.0422341420905799
GP-CP,beta,25,1.6356892053338283,1.534595196079345,1.7367832145883118,1.6361057152529304
GP-CP,beta,26,2.0770969942354727,1.9761649625405893,2.178029025930356,2.0780497814862313
GP-CP,beta,27,2.049783655041302,1.9483971437388894,2.1511701663437153,2.064062923680652
GP-CP,beta,28,1.77038355858897,1.6698686312206417,1.8708984859572984,1.7937947039483728
GP-CP,beta,29,1.4207661473563629,1.3197290760209477,1.521803218691778,1.4877691942406563
GP-CP,beta,30,0.9760077721168455,0.8754789029461082,1.0765366412875828,1.046524752979885
GP-CP,beta,31,0.4543177407247498,0.35363241548895796,0.5550030659605416,0.4917500665360143
GP-CP,beta,32,-0.10566252025319942,-0.2061613824234912,-0.005163658082907641,-0.057006517989423675
GP-CP,beta,33,-0.6878870546274715,-0.7884744506930186,-0.5872996585619243,-0.6634519915175912
GP-CP,beta,34,-1.108911392045061,-1.2094074490934839,-1.0084153349966383,-1.1540301266868682
GP-CP,beta,35,-1.0291140446405571,-1.129800591807039,-0.9284274974740753,-1.0739271724755044
GP-CP,beta,36,-0.342996789941685,-0.443475964067949,-0.24251761581542097,-0.40506638477456297
GP-CP,beta,37,0.5747652457839526,0.474038899491549,0.6754915920763562,0.5088463020433477
GP-CP,beta,38,1.1913817924362926,1.0907452319844873,1.292018352888098,1.202621598867302
GP-CP,beta,39,1.2259069583251916,1.1253672527894167,1.3264466638609664,1.2280345355690265
GP-CP,beta,40,0.6912506238396057,0.5905190277845686,0.7919822198946428,0.600744728404318
GP-CP,beta,41,-0.11028070853769936,-0.2107577852155706,-0.009803631859828146,-0.1896305229595671
GP-CP,beta,42,-0.6716958935119367,-0.7723240766192919,-0.5710677104045815,-0.6599090254991827
GP-CP,beta,43,-0.6963097660926866,-0.7967848539078969,-0.5958346782774763,-0.6624848556947981
GP-CP,beta,44,-0.34783389638439144,-0.44837703708518134,-0.24729075568360154,-0.35825536433842053
GP-CP,beta,45,0.020526183442299645,-0.07993917502895469,0.12099154191355398,-0.02032984447444125
GP-CP,beta,46,0.23245938875045574,0.13189834309372106,0.3330204344071904,0.1963699715959845
GP-CP,beta,47,0.3008407216077666,0.20037275529751103,0.40130868791802216,0.32935750616098974
GP-CP,beta,48,0.256409943071658,0.1557641273636695,0.35705575877964646,0.3364824305022681
GP-CP,beta,49,0.12654621051422715,0.0260661259815662,0.2270262950468881,0.16286419220535983
GP-CP,beta,50,-0.0939240329016725,-0.194784586274457,0.006936520471111998,-0.11769704758642592
GP-CP,beta,51,-0.5611578242851983,-0.6617829109408179,-0.4605327376295788,-0.5949317099623811
GP-CP,beta,52,-1.3663198029604513,-1.46737967309708,-1.2652599328238225,-1.4130522849339946
GP-CP,beta,53,-2.0878632481043398,-2.188909514663162,-1.9868169815455174,-2.1052173699843877
GP-CP,beta,54,-2.060362815520865,-2.161281090604058,-1.9594445404376721,-2.0084870187713078
GP-CP,beta,55,-1.2455555439745984,-1.3469413314949823,-1.1441697564542146,-1.2193661007715142
GP-CP,beta,56,-0.28711855561993327,-0.3888269227617778,-0.1854101884780887,-0.3212786819080472
GP-CP,beta,57,0.30829227166036227,0.20600630399235265,0.4105782393283719,0.3228845290592528
GP-CP,beta,58,0.5674915181612183,0.45549623682094814,0.6794867995014886,0.6282909231457542
GP-CP,beta,59,0.706202187496439,0.5788954202398473,0.8335089547530308,0.7422820402297279
GP-CP-Extended,alpha,0,-0.3334176856823643,-0.4041907917425905,-0.2626445796221381,-0.29306313250655286
GP-CP-Extended,alpha,1,-0.2814313556828213,-0.34441546011364765,-0.21844725125199496,-0.1984915678127017
GP-CP-Extended,alpha,2,0.04201792073900182,-0.01425456591043224,0.09829040738843588,0.09830084070744546
GP-CP-Extended,alpha,3,0.24454879874756674,0.1889432957593272,0.3001543017358063,0.25912609057726976
GP-CP-Extended,alpha,4,-0.057842159628755885,-0.11259919507712932,-0.0030851241803824536,-0.08932727395787349
GP-CP-Extended,alpha,5,-0.7079348368301728,-0.7625977874245314,-0.6532718862358141,-0.7629196817912777
GP-CP-Extended,alpha,6,-1.122835123497639,-1.1771525115613681,-1.06851773543391,-1.1612913057268877
GP-CP-Extended,alpha,7,-0.9017684922995599,-0.9561213108603234,-0.8474156737387964,-0.9249843387519611
GP-CP-Extended,alpha,8,-0.16785345406210692,-0.22220597894272842,-0.11350092918148541,-0.17426384362693925
GP-CP-Extended,alpha,9,0.6436891274809664,0.5894082853379109,0.6979699696240219,0.6611620738527834
GP-CP-Extended,alpha,10,1.1967323560378735,1.1420287943962115,1.2514359176795355,1.1882264048661648
GP-CP-Extended,alpha,11,1.4266646336349227,1.371672027661441,1.4816572396084045,1.3757266224744353
GP-CP-Extended,alpha,12,1.3455217402239623,1.290676170357733,1.4003673100901917,1.3137891843420606
GP-CP-Extended,alpha,13,0.8519802390114994,0.7956925736074506,0.9082679044155483,0.8474532697438921
GP-CP-Extended,alpha,14,-0.007313769984614721,-0.06172612289927657,0.04709858293004713,-0.021202854627440156
GP-CP-Extended,alpha,15,-0.7642493423917973,-0.8213698039562715,-0.7071288808273232,-0.7635404325731726
GP-CP-Extended,alpha,16,-0.9382224460426507,-0.9935552538587229,-0.8828896382265785,-0.9090962983587364
GP-CP-Extended,alpha,17,-0.5832268031034522,-0.6404142611654293,-0.5260393450414751,-0.577041288753162
GP-CP-Extended,alpha,18,-0.10769474167829861,-0.1712700459241014,-0.044119437432495814,-0.09993836826191242
GP-CP-Extended,alpha,19,0.22263539500844123,0.1518933148100554,0.29337747520682705,0.23137590018456622
GP-CP-Extended,beta,0,-0.4286911839642453,-0.5523009725536436,-0.3050813953748471,-0.35593668168949866
GP-CP-Extended,beta,1,-0.7101113023703157,-0.8192801975761057,-0.6009424071645257,-0.6793259683182108
GP-CP-Extended,beta,2,-0.9764914993288385,-1.076512721475721,-0.8764702771819559,-0.9972103035543042
GP-CP-Extended,beta,3,-1.4222338898239777,-1.5227083524103773,-1.321759427237578,-1.4913913275061774
GP-CP-Extended,beta,4,-1.9548902507869013,-2.0533365154564454,-1.8564439861173572,-1.9681408234104474
GP-CP-Extended,beta,5,-1.9549877206844697,-2.0560578338554008,-1.8539176075135386,-1.866026849203992
GP-CP-Extended,beta,6,-1.2530972164960688,-1.3509449909028237,-1.1552494420893138,-1.1541601008138278
GP-CP-Extended,beta,7,-0.6120155344547002,-0.7140177095819058,-0.5100133593274947,-0.579143237745524
GP-CP-Extended,beta,8,-0.5083092732909501,-0.6064922424221966,-0.41012630415970364,-0.5336538157199375
GP-CP-Extended,beta,9,-0.4466478383922901,-0.5486307135324439,-0.34466496325213636,-0.5123562705621928
GP-CP-Extended,beta,10,-0.13876718390902096,-0.23850410095017283,-0.039030266867869104,-0.20881881210699646
GP-CP-Extended,beta,11,-0.07098654327503388,-0.1710776471176939,0.029104560567626128,-0.11139414919285913
GP-CP-Extended,beta,12,-0.33671511605638854,-0.43832853981420494,-0.23510169229857214,-0.37715524802230693
GP-CP-Extended,beta,13,-0.37436044482440034,-0.47234239376353593,-0.27637849588526475,-0.40658220495961395
GP-CP-Extended,beta,14,-0.0914070018109032,-0.19210218953361935,0.009288185911812963,-0.06527695203000657
GP-CP-Extended,beta,15,0.1291391659635534,0.03108756272980609,0.22719076919730072,0.1570051396993594
GP-CP-Extended,beta,16,0.24180983857994953,0.1432052450871545,0.3404144320727446,0.24698529537394973
GP-CP-Extended,beta,17,0.41027045987697797,0.31230714416430144,0.5082337755896544,0.43838047038979017
GP-CP-Extended,beta,18,0.6206882544272573,0.5226594523536572,0.7187170565008574,0.6060299173264225
GP-CP-Extended,beta,19,0.8299945090555764,0.7322234188518464,0.9277655992593064,0.7795424465429927
GP-CP-Extended,beta,20,1.0645655640047993,0.9664476859324251,1.1626834420771734,1.1107043925595095
GP-CP-Extended,beta,21,1.2162027500209436,1.1183911056348808,1.3140143944070064,1.2746108792318869
GP-CP-Extended,beta,22,1.0867339558842122,0.9882188529330874,1.1852490588353368,1.024116924001739
GP-CP-Extended,beta,23,0.8588108262987898,0.7608365399901204,0.9567851126074592,0.7942492620400098
GP-CP-Extended,beta,24,1.036877679383104,0.9382755288530567,1.1354798299131514,1.0422341420905799
GP-CP-Extended,beta,25,1.6368560331076256,1.5385559524422692,1.735156113772982,1.6361057152529304
GP-CP-Extended,beta,26,2.078262963202546,1.9801300051611643,2.176395921243928,2.0780497814862313
GP-CP-Extended,beta,27,2.0488982310886064,1.9503211257326691,2.1474753364445434,2.064062923680652
GP-CP-Extended,beta,28,1.7701441318687645,1.6723731209523232,1.8679151427852059,1.7937947039483728
GP-CP-Extended,beta,29,1.4217883106067193,1.323535298106427,1.5200413231070116,1.4877691942406563
GP-CP-Extended,beta,30,0.9760324700654123,0.8782505158032,1.0738144243276244,1.046524752979885
GP-CP-Extended,beta,31,0.4536973181718422,0.3557642621820069,0.5516303741616775,0.4917500665360143
GP-CP-Extended,beta,32,-0.10545219858977276,-0.20321098242983848,-0.007693414749707028,-0.057006517989423675
GP-CP-Extended,beta,33,-0.6873901581766811,-0.7852302809239747,-0.5895500354293876,-0.6634519915175912
GP-CP-Extended,beta,34,-1.1092618186741117,-1.2070104150051504,-1.011513222343073,-1.1540301266868682
GP-CP-Extended,beta,35,-1.0299406399075473,-1.1278592438994428,-0.9320220359156517,-1.0739271724755044
GP-CP-Extended,beta,36,-0.34288823447872185,-0.44062787021948985,-0.24514859873795386,-0.40506638477456297
GP-CP-Extended,beta,37,0.5754017050080882,0.47744742778684024,0.6733559822293361,0.5088463020433477
GP-CP-Extended,beta,38,1.1912216217975524,1.093344712577815,1.2890985310172898,1.202621598867302
GP-CP-Extended,beta,39,1.2258641928783798,1.128072473293473,1.3236559124632865,1.2280345355690265
GP-CP-Extended,beta,40,0.6919150251067031,0.5939515270348525,0.7898785231785537,0.600744728404318
GP-CP-Extended,beta,41,-0.1103199386916493,-0.2080545290945572,-0.012585348288741388,-0.1896305229595671
GP-CP-Extended,beta,42,-0.6724411929864286,-0.7703115902754413,-0.5745707956974159,-0.6599090254991827
GP-CP-Extended,beta,43,-0.6964457242663455,-0.7941811271067275,-0.5987103214259636,-0.6624848556947981
GP-CP-Extended,beta,44,-0.3474076473822714,-0.44520669240084493,-0.24960860236369792,-0.35825536433842053
GP-CP-Extended,beta,45,0.020629641583878533,-0.07709769805693932,0.11835698122469639,-0.02032984447444125
GP-CP-Extended,beta,46,0.23208829709467121,0.13427354314098466,0.32990305104835776,0.1963699715959845
GP-CP-Extended,beta,47,0.30085367227727056,0.2031217801432907,0.3985855644112504,0.32935750616098974
GP-CP-Extended,beta,48,0.25699416382082774,0.15909626435508623,0.35489206328656925,0.3364824305022681
GP-CP-Extended,beta,49,0.1263366538095103,0.028595607485912083,0.22407770013310854,0.16286419220535983
GP-CP-Extended,beta,50,-0.09464275261829933,-0.19274198047808777,0.0034564752414891348,-0.11769704758642592
GP-CP-Extended,beta,51,-0.5605160947756931,-0.6583878774538503,-0.46264431209753587,-0.5949317099623811
GP-CP-Extended,beta,52,-1.36556702643224,-1.4638301430241745,-1.2673039098403054,-1.4130522849339946
GP-CP-Extended,beta,53,-2.0889896710686617,-2.1872286106226007,-1.9907507315147226,-2.1052173699843877
GP-CP-Extended,beta,54,-2.0614543627459585,-2.159567194341724,-1.963341531150193,-2.0084870187713078
GP-CP-Extended,beta,55,-1.2449855851782632,-1.3436064619298378,-1.1463647084266886,-1.2193661007715142
GP-CP-Extended,beta,56,-0.28649797561308804,-0.38538742001120885,-0.18760853121496723,-0.3212786819080472
GP-CP-Extended,beta,57,0.3080016032273742,0.2084585309526254,0.407544675502123,0.3228845290592528
GP-CP-Extended,beta,58,0.5670645181370795,0.45797672030237,0.6761523159717889,0.6282909231457542
GP-CP-Extended,beta,59,0.7067694647062214,0.5831968042525463,0.8303421251598965,0.7422820402297279
