model,metric,value
FE+AR,Bias,0.1197541745515995
FE+AR,MAE,0.7713059260243854
FE+AR,RMSE,0.9639933176380512
GP-CP,Bias,0.011506816155481641
GP-CP,MAE,0.7020690462046998
GP-CP,RMSE,0.8727639605420672
GP-CP-Extended,Bias,0.01138196285236667
GP-CP-Extended,MAE,0.7025121558744499
GP-CP-Extended,RMSE,0.8729719349977603
