model,metric,value
FE+AR,Bias,-0.07718423797666596
FE+AR,MAE,0.407406038634453
FE+AR,RMSE,0.5095619819566601
GP-CP,Bias,0.012846815696641312
GP-CP,MAE,0.3900278812164324
GP-CP,RMSE,0.4823008406351325
GP-CP-Extended,Bias,0.012820498382763158
GP-CP-Extended,MAE,0.39061664257686746
GP-CP-Extended,RMSE,0.4832728467899333
