model,metric,value
FE+AR,Bias,0.2214962745615598
FE+AR,MAE,2.9655958916191616
FE+AR,RMSE,3.4631094182546667
GP-CP,Bias,0.016040242628384174
GP-CP,MAE,2.9566229700035978
GP-CP,RMSE,3.4510279585880927
GP-CP-Extended,Bias,0.004997173193017374
GP-CP-Extended,MAE,0.3910885175159304
GP-CP-Extended,RMSE,0.4906964620457479
