model,cohort,period,y_true,y_hat,resid
FE+AR,0,45,-0.003602820966371295,-0.06048199716728375,-0.05687917620091246
FE+AR,0,46,-0.7046797966821376,-0.09479695067200877,0.6098828460101289
FE+AR,0,47,-0.5188662393458813,-0.12554890930025442,0.39331733004562686
FE+AR,0,48,-1.8122983195394904,-0.15310782641617338,1.659190493123317
FE+AR,0,49,-1.0888922854255594,-0.17780524233635797,0.9110870430892014
FE+AR,0,50,-0.6049767627133216,-0.19993827283857069,0.4050384898747509
FE+AR,0,51,-1.2580913116252852,-0.219773183535099,1.0383181280901863
FE+AR,0,52,-1.114132722741781,-0.23754859311129428,0.8765841296304867
FE+AR,0,53,0.04057165955135089,-0.25347834396501495,-0.29405000351636584
FE+AR,0,54,-0.43617024299252616,-0.26775407478144825,0.1684161682110779
FE+AR,0,55,-0.3484070520097579,-0.2805475259919964,0.06785952601776152
FE+AR,0,56,-0.97112281164464,-0.29201260585244504,0.6791102057921949
FE+AR,0,57,-1.0637069557272376,-0.3022872419958249,0.7614197137314127
FE+AR,0,58,-0.28052699213386634,-0.3114950407345872,-0.030968048600720888
FE+AR,0,59,-0.24295415928525718,-0.31974677407389196,-0.07679261478863478
FE+AR,1,45,-0.2801459816217317,-0.11618333141266335,0.16396265020906836
FE+AR,1,46,-0.47458942090304207,-0.15049828491738837,0.3240911359856537
FE+AR,1,47,-0.8344442704057757,-0.18125024354563402,0.6531940268601417
FE+AR,1,48,-1.1698430567990452,-0.20880916066155297,0.9610338961374922
FE+AR,1,49,-0.40974000728665394,-0.23350657658173757,0.17623343070491637
FE+AR,1,50,-1.7220965209222003,-0.2556396070839503,1.46645691383825
FE+AR,1,51,-1.0971174086824367,-0.2754745177804786,0.8216428909019581
FE+AR,1,52,-1.2666428090128647,-0.2932499273566739,0.9733928816561909
FE+AR,1,53,-1.018591848546136,-0.30917967821039455,0.7094121703357414
FE+AR,1,54,-0.4673946280679303,-0.32345540902682784,0.14393921904110246
FE+AR,1,55,-0.7322337613015776,-0.336248860237376,0.3959849010642016
FE+AR,1,56,-0.39421496120525995,-0.34771394009782464,0.046501021107435314
FE+AR,1,57,-0.3607679167327164,-0.3579885762412045,0.0027793404915119058
FE+AR,1,58,-0.65315846699347,-0.3671963749799668,0.2859620920135032
FE+AR,1,59,-0.47718659017791454,-0.37544810831927156,0.10173848185864298
FE+AR,2,45,0.1427459107425782,-0.28652067861997554,-0.42926658936255374
FE+AR,2,46,-1.4115195337633086,-0.32083563212470056,1.090683901638608
FE+AR,2,47,-0.9691635624071651,-0.3515875907529462,0.6175759716542188
FE+AR,2,48,-1.0311626456788805,-0.37914650786886517,0.6520161378100153
FE+AR,2,49,-1.2432944525134497,-0.40384392378904976,0.8394505287244
FE+AR,2,50,-1.055244873033132,-0.4259769542912625,0.6292679187418696
FE+AR,2,51,-0.9834768869866231,-0.4458118649877908,0.5376650219988323
FE+AR,2,52,-1.4681738045774309,-0.4635872745639861,1.004586530013445
FE+AR,2,53,-1.1939143082565173,-0.47951702541770674,0.7143972828388105
FE+AR,2,54,-0.8640331093195126,-0.49379275623414004,0.37024035308537256
FE+AR,2,55,-0.9568176417650831,-0.5065862074446882,0.4502314343203949
FE+AR,2,56,-0.7852455301956339,-0.5180512873051368,0.2671942428904971
FE+AR,2,57,-1.030841911529002,-0.5283259234485167,0.5025159880804853
FE+AR,2,58,-0.06794178500946874,-0.537533722187279,-0.4695919371778103
FE+AR,2,59,-0.1905913166221141,-0.5457854555265838,-0.35519413890446966
FE+AR,3,45,-0.4653498604959744,-0.13814856660920372,0.32720129388677066
FE+AR,3,46,0.21453283577798304,-0.17246352011392874,-0.3869963558919118
FE+AR,3,47,-0.7261415712498294,-0.20321547874217438,0.522926092507655
FE+AR,3,48,-1.0776912875861278,-0.23077439585809334,0.8469168917280344
FE+AR,3,49,-1.6344588451844317,-0.25547181177827794,1.3789870334061538
FE+AR,3,50,-1.3588693281775996,-0.27760484228049065,1.081264485897109
FE+AR,3,51,-1.2616206677804143,-0.29743975297701897,0.9641809148033953
FE+AR,3,52,-0.8942586217644399,-0.31521516255321425,0.5790434592112257
FE+AR,3,53,-1.0456460129854162,-0.3311449134069349,0.7145010995784813
FE+AR,3,54,-1.3385751168593245,-0.3454206442233682,0.9931544726359562
FE+AR,3,55,-1.0601953797770514,-0.35821409543391636,0.701981284343135
FE+AR,3,56,-0.5027118454027837,-0.369679175294365,0.13303267010841868
FE+AR,3,57,-0.2855091477113894,-0.37995381143774487,-0.09444466372635546
FE+AR,3,58,-0.4974935321776251,-0.3891616101765072,0.10833192200111791
FE+AR,3,59,-0.8668074821197802,-0.3974133435158119,0.4693941386039683
FE+AR,4,45,0.1685604683996536,-0.041294186588508475,-0.20985465498816208
FE+AR,4,46,-0.546936236565813,-0.0756091400932335,0.47132709647257953
FE+AR,4,47,-1.026270775259692,-0.10636109872147914,0.9199096765382129
FE+AR,4,48,-1.275009575496688,-0.1339200158373981,1.1410895596592898
FE+AR,4,49,-1.0817457573779141,-0.1586174317575827,0.9231283256203314
FE+AR,4,50,-1.7681309439111645,-0.1807504622597954,1.587380481651369
FE+AR,4,51,-1.0636416274680454,-0.20058537295632373,0.8630562545117216
FE+AR,4,52,-1.3404145212504162,-0.218360782532519,1.1220537387178973
FE+AR,4,53,-0.8813859220408895,-0.23429053338623967,0.6470953886546498
FE+AR,4,54,-0.8203637001746225,-0.24856626420267297,0.5717974359719495
FE+AR,4,55,-0.4580882012276091,-0.2613597154132211,0.196728485814388
FE+AR,4,56,-0.3434025803292078,-0.27282479527366976,0.07057778505553802
FE+AR,4,57,-0.9490833953979794,-0.28309943141704963,0.6659839639809297
FE+AR,4,58,-0.5158186192963853,-0.29230723015581195,0.22351138914057334
FE+AR,4,59,-0.4836779267563343,-0.3005589634951167,0.18311896326121763
FE+AR,5,45,-0.34991452092572956,-0.026382412944491063,0.3235321079812385
FE+AR,5,46,-0.4697074583054376,-0.060697366449216084,0.4090100918562215
FE+AR,5,47,-0.2211520848596421,-0.09144932507746173,0.12970275978218038
FE+AR,5,48,-1.2340223214943227,-0.11900824219338069,1.115014079300942
FE+AR,5,49,-1.2750383999506107,-0.14370565811356528,1.1313327418370456
FE+AR,5,50,-0.7675148498901048,-0.165838688615778,0.6016761612743268
FE+AR,5,51,-0.9562878953610092,-0.18567359931230631,0.7706142960487029
FE+AR,5,52,-0.9576162115610459,-0.2034490088885016,0.7541672026725443
FE+AR,5,53,-1.0695674776491373,-0.21937875974222226,0.850188717906915
FE+AR,5,54,-0.7685074515527833,-0.23365449055865556,0.5348529609941277
FE+AR,5,55,-0.6548237717838025,-0.2464479417692037,0.40837583001459876
FE+AR,5,56,-0.9069423043623341,-0.25791302162965235,0.6490292827326818
