model,effect_type,index,mean,lo95,hi95,truth
FE+AR,alpha,0,-0.636341658974253,-0.7097465778975561,-0.5629367400509498,-0.5771364613094809
FE+AR,alpha,1,-0.6939561735812354,-0.767361092504524,-0.6205512546579468,-0.7464433714239194
FE+AR,alpha,2,-0.8508843140243175,-0.924289232947606,-0.777479395101029,-0.7746296814958312
FE+AR,alpha,3,-0.7344739035592251,-0.8078788224825135,-0.6610689846359368,-0.7214723672111911
FE+AR,alpha,4,-0.6549100093880207,-0.728314928311309,-0.5815050904647324,-0.6530788218292896
FE+AR,alpha,5,-0.6069044852719154,-0.6803094041952036,-0.5334995663486273,-0.6092736302048974
FE+AR,alpha,6,-0.5793733229009246,-0.6527782418242126,-0.5059684039776365,-0.5856137447461163
FE+AR,alpha,7,-0.5637697118858105,-0.6371746308090984,-0.4903647929625225,-0.5377455643543311
FE+AR,alpha,8,-0.43833297394483006,-0.511737892868118,-0.36492805502154213,-0.4059973427097477
FE+AR,alpha,9,-0.1426255469535637,-0.2160304658768515,-0.06922062803027587,-0.14919782199580375
FE+AR,alpha,10,0.24543859484837482,0.17203367592508712,0.31884351377166253,0.22747865482233717
FE+AR,alpha,11,0.6835925928510227,0.6101876739277351,0.7569975117743103,0.6635192974709623
FE+AR,alpha,12,1.0478609309980609,0.9744560120747733,1.1212658499213484,1.057935722541799
FE+AR,alpha,13,1.3383602098034377,1.2649552908801502,1.4117651287267252,1.302869361902001
FE+AR,alpha,14,1.3747271967541912,1.3013222778309037,1.4481321156774787,1.322740867744786
FE+AR,alpha,15,1.1061130137762596,1.0327080948529723,1.1795179326995469,1.1031201360455367
FE+AR,alpha,16,0.6781585775576231,0.6047536586343358,0.7515634964809104,0.6974673572584892
FE+AR,alpha,17,0.198704029423527,0.12529911050023984,0.27210894834681415,0.20883122058026132
FE+AR,alpha,18,-0.1766164707760053,-0.2500213896992924,-0.10321155185271826,-0.24623734977608244
FE+AR,alpha,19,-0.5947665747523969,-0.6681714936756838,-0.52136165582911,-0.5771364613094814
FE+AR,beta,0,-0.5367288660217564,-0.6660812295805286,-0.4073765024629842,-0.5105614907595454
FE+AR,beta,1,-0.3789186244007696,-0.5082709879594105,-0.2495662608421288,-0.4055907701871059
FE+AR,beta,2,-0.2934339050086029,-0.42278626856724405,-0.16408154144996173,-0.2739642582047709
FE+AR,beta,3,-0.25279490734052346,-0.38214727089916467,-0.12344254378188227,-0.16114277011091016
FE+AR,beta,4,-0.16010561319360414,-0.28945797675224505,-0.030753249634963203,-0.07944752399514297
FE+AR,beta,5,0.048371143917933984,-0.08098121964070701,0.17772350747657498,-0.008023235792610684
FE+AR,beta,6,-0.0013906995292000957,-0.13074306308784114,0.12796166402944095,0.08736968214835793
FE+AR,beta,7,0.25950713944102644,0.1301547758823857,0.3888595029996672,0.22639789197602747
FE+AR,beta,8,0.3103406168384449,0.18098825327980397,0.4396929803970858,0.3941628824602492
FE+AR,beta,9,0.4813984041868462,0.3520460406282052,0.6107507677454872,0.5410569316123566
FE+AR,beta,10,0.4974886001063956,0.3681362365477549,0.6268409636650363,0.6036412046511892
FE+AR,beta,11,0.6162561287021654,0.4869037651435244,0.7456084922608064,0.5362396970196782
FE+AR,beta,12,0.3793765787927433,0.25002421523410223,0.5087289423513843,0.33681136999948325
FE+AR,beta,13,0.018578720629404716,-0.11077364292923597,0.1479310841880454,0.05318579013512346
FE+AR,beta,14,-0.43342665325604257,-0.5627790168146837,-0.30407428969740147,-0.23434031418477633
FE+AR,beta,15,-0.37544271008467806,-0.5047950736433188,-0.24609034652603737,-0.44592325922667453
FE+AR,beta,16,-0.3994222548929788,-0.5287746184516198,-0.2700698913343378,-0.5345088356522458
FE+AR,beta,17,-0.46641951929704617,-0.595771882855687,-0.3370671557384053,-0.501840185656508
FE+AR,beta,18,-0.4682844945985154,-0.5976368581571561,-0.33893213103987474,-0.390887554772278
FE+AR,beta,19,-0.13910757554949435,-0.26845993910813504,-0.009755211990853635,-0.2596123410414264
FE+AR,beta,20,-0.12193821874126803,-0.2512905822999089,0.0074141448173728475,-0.1504180650330299
