model,metric,value
FE+AR,Bias,0.2214962745615614
FE+AR,MAE,0.4771781940294248
FE+AR,RMSE,0.5649150136436297
GP-CP,Bias,0.005005272607024471
GP-CP,MAE,0.3818228171317547
GP-CP,RMSE,0.47378405324498385
GP-CP-Extended,Bias,0.005088392387686492
GP-CP-Extended,MAE,0.3788591408708889
GP-CP-Extended,RMSE,0.4701163451312247
