model,effect_type,index,mean,lo95,hi95,truth
FE+AR,alpha,0,0.19567914818617121,0.11834816351184357,0.27301013286049886,0.1714012162430165
FE+AR,alpha,1,0.4785192726551457,0.40118828798083345,0.5558502573294579,0.46873168190971903
FE+AR,alpha,2,0.5848177723598829,0.5074867876855707,0.6621487570341951,0.6031968752776178
FE+AR,alpha,3,0.5783362626814534,0.5010052780071413,0.6556672473557655,0.616968467585201
FE+AR,alpha,4,0.5774510680662428,0.5001200833919308,0.6547820527405548,0.5882177000933002
FE+AR,alpha,5,0.5562812684910255,0.4789502838167137,0.6336122531653374,0.5890486619696423
FE+AR,alpha,6,0.6704607944167142,0.5931298097424025,0.747791779091026,0.6485909345805098
FE+AR,alpha,7,0.7815723448088397,0.7042413601345281,0.8589033294831514,0.7375204771932816
FE+AR,alpha,8,0.817342334447668,0.7400113497733565,0.8946733191219796,0.7808827767143136
FE+AR,alpha,9,0.6681600466287512,0.5908290619544396,0.7454910313030627,0.693761011230678
FE+AR,alpha,10,0.4189801234848254,0.34164913881051395,0.4963111081591368,0.42430749269912693
FE+AR,alpha,11,-0.0220212273724691,-0.09935221204678041,0.055309757301842205,-0.014791230529981098
FE+AR,alpha,12,-0.5348266929200438,-0.612157677594355,-0.45749570824573255,-0.540725345695438
FE+AR,alpha,13,-0.9873810119304111,-1.0647119966047223,-0.9100500272560998,-1.02439125188648
FE+AR,alpha,14,-1.3035964187421205,-1.3809274034164316,-1.2262654340678094,-1.334792296114256
FE+AR,alpha,15,-1.3905329227929564,-1.4678639074672672,-1.3132019381186455,-1.3863746354394626
FE+AR,alpha,16,-1.1690140352122573,-1.2463450198865682,-1.0916830505379465,-1.1701927386731168
FE+AR,alpha,17,-0.7469695265804672,-0.824300511254778,-0.6696385419061565,-0.7562939714383853
FE+AR,alpha,18,-0.3009466283226121,-0.3782776129969228,-0.2236156436483014,-0.26646704196230314
FE+AR,alpha,19,0.12768802764661777,0.050357042972307156,0.2050190123209284,0.17140121624301624
FE+AR,beta,0,-0.2537576965663665,-0.3900284777438924,-0.1174869153888406,-0.31021628941986296
FE+AR,beta,1,-0.40997695826601166,-0.5462477394433989,-0.27370617708862444,-0.3997580073372204
FE+AR,beta,2,-0.4565225989465015,-0.592793380123889,-0.32025181776911393,-0.3884261265463912
FE+AR,beta,3,-0.39874819760370916,-0.5350189787810968,-0.26247741642632155,-0.3412831053631007
FE+AR,beta,4,-0.32513476431922206,-0.4614055454966094,-0.18886398314183475,-0.3117060223841918
FE+AR,beta,5,-0.22113011211840958,-0.35740089329579694,-0.08485933094102219,-0.30390842983545563
FE+AR,beta,6,-0.38153073209059585,-0.5178015132679833,-0.2452599509132084,-0.272650866756136
FE+AR,beta,7,-0.24066302513042345,-0.3769338063078106,-0.10439224395303631,-0.1599347304369865
FE+AR,beta,8,0.11141332034039747,-0.024857460836989836,0.24768410151778478,0.055760174756826285
FE+AR,beta,9,0.3344412629379314,0.19817048176054397,0.47071204411531886,0.33076803008532424
FE+AR,beta,10,0.5399068416175218,0.40363606044013467,0.6761776227949089,0.5686119102490903
FE+AR,beta,11,0.6518228391725153,0.5155520579951278,0.7880936203499027,0.6681515746257918
FE+AR,beta,12,0.5880062992859452,0.45173551810855767,0.7242770804633327,0.5792670611542984
FE+AR,beta,13,0.287212820677593,0.15094203950020593,0.42348360185498013,0.3323441522255018
FE+AR,beta,14,0.08126525144949989,-0.05500552972788769,0.21753603262688748,0.023344338489395076
FE+AR,beta,15,-0.15667528913448497,-0.2929460703118721,-0.02040450795709786,-0.2368332119911761
FE+AR,beta,16,-0.42424547261315143,-0.5605162537905388,-0.287974691435764,-0.37843185787106665
FE+AR,beta,17,-0.431528666124559,-0.5677994473019463,-0.29525788494717164,-0.40131868606019017
FE+AR,beta,18,-0.4506300056106598,-0.5869007867880469,-0.3143592244332727,-0.3604730758891425
FE+AR,beta,19,-0.32535234143693115,-0.4616231226143183,-0.18908156025954398,-0.32000842250009426
FE+AR,beta,20,-0.319729706401132,-0.45600048757851935,-0.18345892522374468,-0.30652669002103955
FE+AR,beta,21,-0.290530888436631,-0.42680166961401844,-0.15426010725924358,-0.2921918564968607
FE+AR,beta,22,-0.12401967121415337,-0.26029045239154064,0.012251109963233878,-0.21820421183499847
