category,model,cohort_idx,time_idx,tau_ct,tau_ct_std,tau_ct_lo95,tau_ct_hi95,is_post,is_observed_ct,truth
scenC_seed4,FE+AR,0,0,0.016205932820834296,0.1144418755473788,-0.20810014325202814,0.24051200889369673,False,True,0.0
scenC_seed4,FE+AR,1,0,-0.043088290664846096,0.11444187554737062,-0.2673943667376925,0.18121778540800032,False,True,0.0
scenC_seed4,FE+AR,2,0,0.00593436681448023,0.11444187554737059,-0.21837170925836613,0.2302404428873266,False,True,0.0
scenC_seed4,FE+AR,3,0,-0.008652609008353185,0.11444187554737055,-0.23295868508119946,0.2156534670644931,False,True,0.0
scenC_seed4,FE+AR,4,0,0.010018933160310328,0.11444187554737051,-0.21428714291253587,0.23432500923315652,False,True,0.0
scenC_seed4,FE+AR,5,0,0.014754354443748396,0.11444187554737047,-0.20955172162909771,0.2390604305165945,False,True,0.0
scenC_seed4,FE+AR,6,0,-0.007815361098846618,0.11444187554737044,-0.23212143717169267,0.21649071497399944,False,True,0.0
scenC_seed4,FE+AR,7,0,-0.013675079290525805,0.11444187554737038,-0.23798115536337175,0.21063099678232014,False,True,0.0
scenC_seed4,FE+AR,8,0,-0.03654106464457496,0.11444187554737037,-0.2608471407174209,0.18776501142827096,False,True,0.0
scenC_seed4,FE+AR,9,0,0.0067331224611199,0.11444187554737034,-0.21757295361172596,0.23103919853396576,False,True,0.0
scenC_seed4,FE+AR,10,0,0.01756109103531625,0.11444187554737029,-0.2067449850375295,0.241867167108162,False,True,0.0
scenC_seed4,FE+AR,11,0,0.014460173374328311,0.11444187554737024,-0.20984590269851736,0.23876624944717398,False,True,0.0
scenC_seed4,FE+AR,12,0,-0.011081843801883151,0.11444187554737023,-0.2353879198747288,0.2132242322709625,False,True,0.0
scenC_seed4,FE+AR,13,0,-0.022370133337999976,0.11444187554737018,-0.2466762094108455,0.20193594273484555,False,True,0.0
scenC_seed4,FE+AR,14,0,0.02514798484920111,0.11444187554737015,-0.19915809122364436,0.24945406092204658,False,True,0.0
scenC_seed4,FE+AR,15,0,-0.0468121291766177,0.1144418755473701,-0.2711182052494631,0.17749394689622772,False,True,0.0
scenC_seed4,FE+AR,16,0,0.02899287100725756,0.11444187554737006,-0.19531320506558777,0.2532989470801029,False,True,0.0
scenC_seed4,FE+AR,17,0,-0.030185878886610618,0.11444187554737004,-0.25449195495945587,0.19412019718623466,False,True,0.0
scenC_seed4,FE+AR,18,0,-0.0006450529531133453,0.11444187554737,-0.22495112902595854,0.22366102311973185,False,True,0.0
scenC_seed4,FE+AR,19,0,-0.004327715669370652,0.11444187554736995,-0.22863379174221576,0.21997836040347446,False,True,0.0
