model,metric,value
FE+AR,Bias,0.0674434250119801
FE+AR,MAE,2.8650132719627868
FE+AR,RMSE,3.3557202113536
GP-CP,Bias,-0.0206311544459741
GP-CP,MAE,2.8546854951287126
GP-CP,RMSE,3.3421818907585226
GP-CP-Extended,Bias,-0.01419561887463633
GP-CP-Extended,MAE,0.44272136637257264
GP-CP-Extended,RMSE,0.5415844062976657
