model,cohort,period,y_true,y_hat,resid
FE+AR,0,45,-1.9511890630138822,1.7517252591887966,3.7029143222026786
FE+AR,0,46,-2.5551858579473765,1.7570760373745187,4.312261895321895
FE+AR,0,47,-2.070637115642487,1.7618199305537514,3.8324570461962386
FE+AR,0,48,-2.32828591913112,1.7660257715949703,4.09431169072609
FE+AR,0,49,-2.8530745926954966,1.7697545863459938,4.62282917904149
FE+AR,0,50,-2.5442130543102612,1.7730604791058926,4.317273533416154
FE+AR,0,51,-3.1013216414954528,1.7759914176667182,4.877313059162171
FE+AR,0,52,-3.9827917343132615,1.7785899293158371,5.761381663629098
FE+AR,0,53,-3.5570037808444526,1.780893717897712,5.337897498742165
FE+AR,0,54,-4.149660006811128,1.7829362108885658,5.932596217699693
FE+AR,0,55,-4.731007913234371,1.7847470444218632,6.515754957656234
FE+AR,0,56,-5.193758604328669,1.7863524933022255,6.980111097630894
FE+AR,0,57,-5.020779177645625,1.787775852247188,6.808555029892814
FE+AR,0,58,-5.355101982736139,1.7890377738885344,7.144139756624673
FE+AR,0,59,-5.0174478932397815,1.7901565684375371,6.807604461677318
FE+AR,1,45,-2.7418703774353896,1.199683470970104,3.9415538484054937
FE+AR,1,46,-1.9105835224396714,1.2050342491558261,3.1156177715954976
FE+AR,1,47,-2.2488044753407412,1.2097781423350589,3.4585826176758
FE+AR,1,48,-2.601073446354292,1.2139839833762778,3.8150574297305697
FE+AR,1,49,-2.600695482181304,1.2177127981273013,3.8184082803086055
FE+AR,1,50,-2.935582927228149,1.2210186908872,4.156601618115349
FE+AR,1,51,-3.576080007323608,1.2239496294480257,4.800029636771634
FE+AR,1,52,-3.7875890947595665,1.2265481410971446,5.014137235856711
FE+AR,1,53,-4.073765613937214,1.2288519296790195,5.3026175436162335
FE+AR,1,54,-4.1776578840702925,1.2308944226698733,5.408552306740166
FE+AR,1,55,-4.589969695335748,1.2327052562031706,5.822674951538919
FE+AR,1,56,-5.123030046011333,1.234310705083533,6.357340751094866
FE+AR,1,57,-5.11383896289456,1.2357340640284955,6.349573026923055
FE+AR,1,58,-4.800730323492075,1.2369959856698418,6.037726309161917
FE+AR,1,59,-5.29129399419361,1.2381147802188446,6.529408774412454
FE+AR,2,45,-2.3140927351956946,0.8635097026234173,3.177602437819112
FE+AR,2,46,-2.393779125794786,0.8688604808091394,3.2626396066039254
FE+AR,2,47,-2.3173938589029817,0.873604373988372,3.1909982328913538
FE+AR,2,48,-2.516615994887972,0.877810215029591,3.3944262099175626
FE+AR,2,49,-2.4601140845881484,0.8815390297806145,3.341653114368763
FE+AR,2,50,-2.847462504173328,0.8848449225405132,3.732307426713841
FE+AR,2,51,-3.539946946112138,0.8877758611013389,4.427722807213477
FE+AR,2,52,-3.338485537181809,0.8903743727504578,4.228859909932267
FE+AR,2,53,-3.8654365509801263,0.8926781613323328,4.758114712312459
FE+AR,2,54,-3.910504079756465,0.8947206543231865,4.805224734079651
FE+AR,2,55,-4.365729697384107,0.8965314878564838,5.2622611852405905
FE+AR,2,56,-4.243799704896566,0.8981369367368461,5.1419366416334125
FE+AR,2,57,-4.342124241813517,0.8995602956818086,5.241684537495326
FE+AR,2,58,-4.286529592428986,0.900822217323155,5.1873518097521405
FE+AR,2,59,-5.173244626076194,0.9019410118721579,6.075185637948352
FE+AR,3,45,-1.9729502903844773,0.5711867516134748,2.544137041997952
