model,period,mean,lo95,hi95,truth
FE+AR,45,-1.1412035959663773,-1.9499495122499928,-0.33245767968276174,-1.2836386799974253
FE+AR,46,-1.0183054212850737,-2.092281196823569,0.05567035425342137,-1.102696514074689
FE+AR,47,-0.910921909537131,-2.149735482349157,0.3278916632748945,-0.4691553471757304
FE+AR,48,-0.8170944900069143,-2.1682848960088275,0.5340959159949991,0.39449897791210015
FE+AR,49,-0.735111841903883,-2.1661689581659247,0.6959452743581586,0.977848372689508
FE+AR,50,-0.6634786815373558,-2.1526299025594016,0.8256725394846899,1.1696161600777184
FE+AR,51,-0.6008884897976615,-2.132909831678323,0.9311328520829997,1.1577239316235435
FE+AR,52,-0.5461996825194854,-2.1101596518909216,1.017760286851951,1.0018601993046725
FE+AR,53,-0.4984147890980341,-2.0863261329909086,1.0894965547948405,0.6075552800697802
FE+AR,54,-0.45666225959624956,-2.0626189940155397,1.1492944748230407,0.07463110709173792
FE+AR,55,-0.42018056852241725,-2.039778834969856,1.1994176979250213,-0.1928969055598675
FE+AR,56,-0.388304325346548,-2.018240455450633,1.2416318047575365,-0.05576598268345112
FE+AR,57,-0.3604521384248739,-1.9982368528724437,1.2773325760226961,0.21976511478549926
FE+AR,58,-0.33611601098225463,-1.9798675519461981,1.307635529981689,0.5795112765743384
FE+AR,59,-0.314852075745538,-1.9631444894667334,1.3334403379756574,0.9853032594727462
GP-CP,45,-1.0478420177156502,-1.5459293866896076,-0.5497546487416929,-1.2836386799974253
GP-CP,46,-0.5349036780867921,-1.5365885880163126,0.4667812318427286,-1.102696514074689
GP-CP,47,-0.03252773735981483,-1.3011299983597926,1.2360745236401631,-0.4691553471757304
GP-CP,48,0.2884616618242287,-1.0170393683181054,1.593962691966563,0.39449897791210015
GP-CP,49,0.4302571753548111,-0.8501747453173253,1.7106890960269476,0.977848372689508
GP-CP,50,0.475482638118771,-0.7906889271316656,1.7416542033692077,1.1696161600777184
GP-CP,51,0.48627958734309973,-0.7760739910384561,1.7486331657246557,1.1577239316235435
GP-CP,52,0.48825751193467143,-0.7734107114781512,1.7499257353474942,1.0018601993046725
GP-CP,53,0.4884607840747882,-0.7732541038444186,1.7501756719939952,0.6075552800697802
GP-CP,54,0.4879691280121964,-0.7746004963057479,1.7505387523301406,0.07463110709173792
GP-CP,55,0.4854475269670794,-0.7811465135717816,1.7520415675059402,-0.1928969055598675
GP-CP,56,0.47603157506013444,-0.8049471249892475,1.7570102751095165,-0.05576598268345112
GP-CP,57,0.4492458992566858,-0.8697945184436072,1.7682863169569787,0.21976511478549926
GP-CP,58,0.3920248981457596,-0.9982679335259604,1.7823177298174797,0.5795112765743384
GP-CP,59,0.30133120123973844,-1.1801186355039162,1.782781037983393,0.9853032594727462
GP-CP-Extended,45,-1.0927681130224804,-1.5576141466047242,-0.6279220794402367,-1.2836386799974253
GP-CP-Extended,46,-0.5716482800647408,-1.5568067058455917,0.4135101457161102,-1.102696514074689
GP-CP-Extended,47,-0.036049036021787384,-1.2859248848042963,1.2138268127607217,-0.4691553471757304
GP-CP-Extended,48,0.30048250006763244,-0.9779973277706798,1.5789623279059448,0.39449897791210015
GP-CP-Extended,49,0.44188499396275505,-0.8121080782683586,1.6958780661938686,0.977848372689508
GP-CP-Extended,50,0.48430088884796463,-0.7578567537454087,1.726458531441338,1.1696161600777184
GP-CP-Extended,51,0.49384773558344497,-0.7454159708406347,1.7331114420075246,1.1577239316235435
GP-CP-Extended,52,0.49551378785518485,-0.7432517135145039,1.7342792892248737,1.0018601993046725
GP-CP-Extended,53,0.49568443804594897,-0.7431161347754714,1.7344850108673695,0.6075552800697802
GP-CP-Extended,54,0.4953012102444174,-0.7441433789803051,1.73474579946914,0.07463110709173792
GP-CP-Extended,55,0.4932132260114588,-0.7493954238740885,1.735821875897006,-0.1928969055598675
GP-CP-Extended,56,0.48487596709486736,-0.7696916555922141,1.7394435897819487,-0.05576598268345112
GP-CP-Extended,57,0.45952563182953765,-0.8286669924868092,1.7477182561458844,0.21976511478549926
GP-CP-Extended,58,0.40222428999597215,-0.9523897032916763,1.7568382832836207,0.5795112765743384
GP-CP-Extended,59,0.3079082128629992,-1.1346113973150178,1.750427823041016,0.9853032594727462
