model,metric,value
FE+AR,Bias,-0.8642411888528821
FE+AR,MAE,0.9286095308445673
FE+AR,RMSE,1.1130564064879092
GP-CP,Bias,-0.008097026556915389
GP-CP,MAE,0.46668564526547696
GP-CP,RMSE,0.5624542554392629
GP-CP-Extended,Bias,-0.006742273282017607
GP-CP-Extended,MAE,0.46080508072108617
GP-CP-Extended,RMSE,0.5579111820043323
