model,metric,mean,std
FE+AR,Bias,-0.1198365516704927,0.8237890156798015
FE+AR,MAE,1.1535256148375417,0.07883123717043565
FE+AR,RMSE,1.4277606566144931,0.12099272435517214
GP-CP,Bias,-0.014384029316588744,0.03606471113545253
GP-CP,MAE,0.9767382364061309,0.1483471444068661
GP-CP,RMSE,1.188637988903304,0.1648344770481465
GP-CP-Extended,Bias,-0.014569558665847521,0.03439837836510784
GP-CP-Extended,MAE,0.9403937093587192,0.13138435125884598
GP-CP-Extended,RMSE,1.1547630564146747,0.15720643084149044
