model,period,mean,lo95,hi95,truth
FE+AR,45,0.5707561916859921,0.23497021011624752,0.9065421732557367,0.501479570131762
FE+AR,46,0.536441238181267,0.08554719663288607,0.987335279729648,0.2770849727562564
FE+AR,47,0.5056892795530212,-0.01969652711379355,1.0310750862198361,-0.015049506051260932
FE+AR,48,0.47813036243710216,-0.10017471704214853,1.0564354419163529,-0.29157297629306944
FE+AR,49,0.4534329465169175,-0.1640976390960765,1.0709635321299116,-0.47763644084328677
FE+AR,50,0.43129991601470474,-0.21601456249519824,1.0786143945246076,-0.5367010455581592
FE+AR,51,0.4114650053181763,-0.25881184774648724,1.08174185838284,-0.4813938061543543
FE+AR,52,0.393689595741981,-0.294474178691518,1.08185337017548,-0.3608294819243363
FE+AR,53,0.37775984488826025,-0.3244393939581765,1.079959083734697,-0.23192312939251186
FE+AR,54,0.36348411407182696,-0.34978729766247035,1.0767555258061243,-0.13023299237107885
FE+AR,55,0.3506906628612788,-0.37135007256255836,1.072731398285116,-0.05562155042997327
FE+AR,56,0.3392255830008301,-0.3897815691444075,1.0682327351460676,0.020294645222471194
FE+AR,57,0.3289509468574502,-0.4056032160347647,1.063505109749665,0.12985481081365047
FE+AR,58,0.3197431481186878,-0.419235765141097,1.0587220613784727,0.2823365030205425
FE+AR,59,0.311491414779383,-0.43102199851574174,1.0540048280745078,0.4498529413022348
GP-CP,45,0.3255175980752412,-0.13258634025507393,0.7836215364055563,0.501479570131762
GP-CP,46,0.254580847319682,-0.2624673249369869,0.7716290195763509,0.2770849727562564
GP-CP,47,0.17566463834080515,-0.37955886327674226,0.7308881399583526,-0.015049506051260932
GP-CP,48,0.10172996843566423,-0.4659812883699885,0.6694412252413169,-0.29157297629306944
GP-CP,49,0.039044679216708,-0.5224766662275135,0.6005660246609295,-0.47763644084328677
GP-CP,50,-0.010856899917301668,-0.5577630376071702,0.5360492377725669,-0.5367010455581592
GP-CP,51,-0.04887625132830982,-0.5816039916858159,0.4838514890291962,-0.4813938061543543
GP-CP,52,-0.07676758626922472,-0.6017987017978381,0.4482635292593886,-0.3608294819243363
GP-CP,53,-0.09630568765921894,-0.6233985216815693,0.43078714636313137,-0.23192312939251186
GP-CP,54,-0.10895452366177547,-0.6489512546816613,0.4310422073581103,-0.13023299237107885
GP-CP,55,-0.11580437263067803,-0.6790877195927756,0.4474789743314196,-0.05562155042997327
GP-CP,56,-0.11764269260719874,-0.7130529056420644,0.4777675204276669,0.020294645222471194
GP-CP,57,-0.1151013819654428,-0.7490386678955521,0.5188359039646664,0.12985481081365047
GP-CP,58,-0.10885424394165016,-0.7844420485989765,0.5667335607156763,0.2823365030205425
GP-CP,59,-0.0998125407440421,-0.816343767241567,0.6167186857534828,0.4498529413022348
GP-CP-Extended,45,0.5525019600536138,0.33704960419734187,0.7679543159098858,0.501479570131762
GP-CP-Extended,46,0.4152351123261307,0.06293868731614399,0.7675315373361173,0.2770849727562564
GP-CP-Extended,47,0.24821477296470068,-0.22428497730466668,0.720714523234068,-0.015049506051260932
GP-CP-Extended,48,0.08829560102094497,-0.45724196068010353,0.6338331627219935,-0.29157297629306944
GP-CP-Extended,49,-0.04120617617274114,-0.6077385921495128,0.5253262398040305,-0.47763644084328677
GP-CP-Extended,50,-0.13285323734622875,-0.6824464929529338,0.41674001826047624,-0.5367010455581592
GP-CP-Extended,51,-0.19045879815971284,-0.706146851493507,0.32522925517408124,-0.4813938061543543
GP-CP-Extended,52,-0.22254509705374192,-0.7065865197179364,0.2614963256104526,-0.3608294819243363
GP-CP-Extended,53,-0.23748480630660496,-0.7062227728944424,0.2312531602812325,-0.23192312939251186
GP-CP-Extended,54,-0.24127225242670516,-0.7189740999321119,0.23642959507870157,-0.13023299237107885
GP-CP-Extended,55,-0.23725944371357036,-0.7495152777426838,0.2749963903155431,-0.05562155042997327
GP-CP-Extended,56,-0.22688497437966934,-0.7948511627402073,0.34108121398086855,0.020294645222471194
GP-CP-Extended,57,-0.21072351108232157,-0.8475361871377345,0.42608916497309135,0.12985481081365047
GP-CP-Extended,58,-0.18947186447594896,-0.8989373038995477,0.5199935749476498,0.2823365030205425
GP-CP-Extended,59,-0.16458796681812116,-0.9418596357316479,0.6126837020954056,0.4498529413022348
