model,period,mean,lo95,hi95,truth
FE+AR,45,-1.2038817758356988,-2.175193132926509,-0.2325704187448886,-0.8971118813271997
FE+AR,46,-1.160080384232071,-2.4819422885816547,0.16178152011751257,-0.3232947769905115
FE+AR,47,-1.1196485726080536,-2.6792214903494074,0.43992434513330037,-0.06483988178767025
FE+AR,48,-1.082327123874342,-2.818957683459416,0.654303435710732,-0.009602994195727133
FE+AR,49,-1.0478767621508602,-2.9222203092405166,0.8264667849387961,0.10444842801696186
FE+AR,50,-1.0160766187173418,-3.0002325727416044,0.9680793353069208,0.08750837469845962
FE+AR,51,-0.9867228159761918,-3.0598611333993624,1.0864155014469787,-0.2889970135340805
FE+AR,52,-0.9596271603491126,-3.1056746847284815,1.1864203640302566,-0.5585254644049193
FE+AR,53,-0.9346159357273683,-3.140886269216074,1.271654397761337,-0.12890498459145205
FE+AR,54,-0.9115287897402397,-3.167844686162394,1.344787106681915,0.7472710377781598
FE+AR,55,-0.8902177057012918,-3.188315704520086,1.4078802931175023,1.4248528949775632
FE+AR,56,-0.8705460536413837,-3.20365462534802,1.4625625180652522,1.6039191395134105
FE+AR,57,-0.8523877143443842,-3.2149180874242744,1.5101426587355058,1.1296000329559885
FE+AR,58,-0.835626270769599,-3.2229397199408734,1.551687178401675,0.0764223652296771
FE+AR,59,-0.8201542616769432,-3.2283831695741076,1.588074646220221,-0.9599478014386763
GP-CP,45,-0.9886180584145458,-1.4768589284910898,-0.5003771883380016,-0.8971118813271997
GP-CP,46,-0.45779543581993754,-1.5219864744159985,0.6063956027761236,-0.3232947769905115
GP-CP,47,-0.011658870674383426,-1.5506164413928603,1.5272987000440934,-0.06483988178767025
GP-CP,48,0.2389650996142348,-1.5118079781366414,1.9897381773651108,-0.009602994195727133
GP-CP,49,0.33680236243267625,-1.4249292064825392,2.0985339313478915,0.10444842801696186
GP-CP,50,0.36087713932736526,-1.3483217017769051,2.0700759804316355,0.08750837469845962
GP-CP,51,0.36201742849971374,-1.3075231179118987,2.031557974911326,-0.2889970135340805
GP-CP,52,0.35969316948774555,-1.293163042727893,2.012549381703384,-0.5585254644049193
GP-CP,53,0.3578545911296415,-1.2923769341658038,2.008086116425087,-0.12890498459145205
GP-CP,54,0.3555711177890397,-1.3028564585827076,2.013998694160787,0.7472710377781598
GP-CP,55,0.35028577639761094,-1.3336656061353698,2.034237158930592,1.4248528949775632
GP-CP,56,0.33794484874267244,-1.402715979727551,2.078605677212896,1.6039191395134105
GP-CP,57,0.31347624906721294,-1.5271116952292005,2.1540641933636264,1.1296000329559885
GP-CP,58,0.27332007381585227,-1.7053858080643183,2.252025955696023,0.0764223652296771
GP-CP,59,0.2191464972168924,-1.9082995171854775,2.3465925116192623,-0.9599478014386763
GP-CP-Extended,45,-0.9884104317192037,-1.4719277244638236,-0.5048931389745839,-0.8971118813271997
GP-CP-Extended,46,-0.45775886893135903,-1.5123246201926632,0.5968068823299453,-0.3232947769905115
GP-CP-Extended,47,-0.011916408661710787,-1.5372475055005368,1.5134146881771153,-0.06483988178767025
GP-CP-Extended,48,0.23853741630269681,-1.4964631503633816,1.9735379829687751,-0.009602994195727133
GP-CP-Extended,49,0.33643493478352926,-1.4090249355084334,2.0818948050754917,0.10444842801696186
GP-CP-Extended,50,0.36067778901429104,-1.3327278665749684,2.0540834446035503,0.08750837469845962
GP-CP-Extended,51,0.36194705747265027,-1.2924562739935543,2.016350388938855,-0.2889970135340805
GP-CP-Extended,52,0.35967620045442283,-1.278435500936535,1.9977879018453808,-0.5585254644049193
GP-CP-Extended,53,0.35785256004623794,-1.277728234838746,1.9934333549312218,-0.12890498459145205
GP-CP-Extended,54,0.3555880249648955,-1.2880266542253582,1.9992027041551492,0.7472710377781598
GP-CP-Extended,55,0.3503475786617163,-1.3183268588595674,2.019022016183,1.4248528949775632
GP-CP-Extended,56,0.33807380695420236,-1.3864506281342817,2.0625982420426863,1.6039191395134105
GP-CP-Extended,57,0.3136631159484935,-1.5095181330235286,2.1368443649205155,1.1296000329559885
GP-CP-Extended,58,0.27351222577827716,-1.6862508848371378,2.2332753363936924,0.0764223652296771
GP-CP-Extended,59,0.2192751224383684,-1.8876894023835429,2.3262396472602798,-0.9599478014386763
