model,effect_type,index,mean,lo95,hi95,truth
FE+AR,alpha,0,0.7055795059765924,0.6297495903584247,0.78140942159476,0.7506194338717014
FE+AR,alpha,1,-0.10231260167104705,-0.1781425172891996,-0.0264826860528945,-0.08353193798815747
FE+AR,alpha,2,-0.7213948336057996,-0.797224749223952,-0.6455649179876471,-0.69879936164847
FE+AR,alpha,3,-0.5252801951988635,-0.6011101108170158,-0.44945027958071115,-0.4841352260580879
FE+AR,alpha,4,0.37688786824983916,0.30105795263168683,0.4527177838679915,0.3501869862993485
FE+AR,alpha,5,0.8756277641933305,0.7997978485751783,0.9514576798114828,0.8495964494549632
FE+AR,alpha,6,0.6716355755016761,0.595805659883524,0.7474654911198282,0.601482143419834
FE+AR,alpha,7,0.13108718201534675,0.05525726639719475,0.20691709763349875,0.16815551246563584
FE+AR,alpha,8,-0.11772386499911891,-0.19355378061727083,-0.041893949380966994,-0.08940859136763626
FE+AR,alpha,9,-0.46832060535900716,-0.544150520977159,-0.3924906897408553,-0.48383747028227786
FE+AR,alpha,10,-0.9536764433274889,-1.0295063589456406,-0.8778465277093372,-0.9802606612034984
FE+AR,alpha,11,-1.0397803193194837,-1.1156102349376353,-0.963950403701332,-1.0566382083668686
FE+AR,alpha,12,-0.6542231577985811,-0.7300530734167326,-0.5783932421804295,-0.6830349506481355
FE+AR,alpha,13,-0.28290240112931103,-0.35873231674746253,-0.20707248551115956,-0.3236038933861176
FE+AR,alpha,14,-0.14722417284083072,-0.2230540884589821,-0.07139425722267935,-0.11559563982345622
FE+AR,alpha,15,0.17477324716822765,0.09894333155007634,0.25060316278637895,0.15583230763769498
FE+AR,alpha,16,0.511201662555931,0.4353717469377798,0.5870315781740822,0.5338103269868295
FE+AR,alpha,17,0.7124072273695319,0.6365773117513808,0.788237142987683,0.7463800051787388
FE+AR,alpha,18,0.6054038465165439,0.5295739308983929,0.6812337621346949,0.5944765703589276
FE+AR,alpha,19,0.24823471570251432,0.17240480008436337,0.32406463132066526,0.24830620509903192
FE+AR,beta,0,0.9416156501306233,0.8079900163509456,1.0752412839103012,0.8702225892698766
FE+AR,beta,1,1.116440730184662,0.98281509640512,1.250066363964204,1.0645335605875625
FE+AR,beta,2,0.8609933066813479,0.7273676729018056,0.9946189404608902,0.8611464078987708
FE+AR,beta,3,0.016782289469791017,-0.11684334430975127,0.1504079232493333,0.036404483620197436
FE+AR,beta,4,-0.684795377019392,-0.818421010798934,-0.5511697432398499,-0.6925626864460831
FE+AR,beta,5,-0.42762117257685495,-0.5612468063563971,-0.2939955387973128,-0.5268374557670489
FE+AR,beta,6,0.29371222400656494,0.16008659022702282,0.42733785778610706,0.4154753312681795
FE+AR,beta,7,1.4067196660233607,1.273094032243819,1.5403452998029026,1.3997050886617388
FE+AR,beta,8,2.14536212927662,2.011736495497078,2.278987763056162,2.091578794558426
FE+AR,beta,9,2.6823190483040067,2.5486934145244646,2.8159446820835488,2.6844991801637272
FE+AR,beta,10,3.0473384933898267,2.9137128596102846,3.1809641271693687,3.138906049560524
FE+AR,beta,11,2.9879378857202923,2.8543122519407502,3.1215635194998343,2.9994325126618517
FE+AR,beta,12,2.2514866445123918,2.1178610107328497,2.385112278291934,2.229992580626561
FE+AR,beta,13,1.333591943840745,1.1999663100612032,1.467217577620287,1.2754354306946203
FE+AR,beta,14,0.2762737854147892,0.1426481516352469,0.4098994191943315,0.37276175940163236
FE+AR,beta,15,-0.3559570896346206,-0.48958272341416237,-0.2223314558550788,-0.2820570371362613
