model,metric,value
FE+AR,Bias,0.7547079098230101
FE+AR,MAE,0.7966402293714226
FE+AR,RMSE,0.9403928107590923
GP-CP,Bias,-0.01388678374818683
GP-CP,MAE,0.42157291753875065
GP-CP,RMSE,0.5174252251127168
GP-CP-Extended,Bias,-0.013888706983078269
GP-CP-Extended,MAE,0.42154890468257455
GP-CP-Extended,RMSE,0.5173868851835912
