model,cohort,period,y_true,y_hat,resid
FE+AR,0,45,-0.9203313847330673,-0.9285582642853045,-0.00822687955223722
FE+AR,0,46,-1.4654823775785164,-1.0402057882266844,0.425276589351832
FE+AR,0,47,-2.582007367641644,-1.1350383317513821,1.446969035890262
FE+AR,0,48,-1.9741628921398755,-1.2155883609314784,0.7585745312083971
FE+AR,0,49,-2.539141511139497,-1.2840069328663821,1.2551345782731147
FE+AR,0,50,-1.1809141564016024,-1.3421211388233458,-0.16120698242174347
FE+AR,0,51,-1.8573252743485038,-1.3914828959968468,0.465842378351657
FE+AR,0,52,-2.9089788367782368,-1.4334103908517204,1.4755684459265164
FE+AR,0,53,-2.4849487462684126,-1.469023280778361,1.0159254654900516
FE+AR,0,54,-3.8683501507088507,-1.4992725941064526,2.369077556602398
FE+AR,0,55,-2.9352189381644895,-1.524966126945431,1.4102528112190584
FE+AR,0,56,-2.6037152227907385,-1.5467900150643916,1.056925207726347
FE+AR,0,57,-2.4125227701875755,-1.5653270568800806,0.847195713307495
FE+AR,0,58,-1.6395710511288777,-1.5810722768612102,0.058498774267667475
FE+AR,0,59,-1.2438429347597495,-1.594446144963743,-0.35060321020399354
FE+AR,1,45,-0.5206481514951944,-0.8133503834030162,-0.29270223190782185
FE+AR,1,46,-1.4577938521849103,-0.9249979073443961,0.5327959448405142
FE+AR,1,47,-1.9440585064457176,-1.0198304508690939,0.9242280555766238
FE+AR,1,48,-1.4325953067610815,-1.10038048004919,0.3322148267118914
FE+AR,1,49,-1.6260038642510848,-1.1687990519840938,0.45720481226699095
FE+AR,1,50,-1.2873094749734235,-1.2269132579410575,0.06039621703236597
FE+AR,1,51,-1.5978879716277277,-1.2762750151145585,0.3216129565131691
FE+AR,1,52,-2.3390405833470393,-1.3182025099694321,1.0208380733776072
FE+AR,1,53,-3.050266496388536,-1.3538153998960727,1.6964510964924635
FE+AR,1,54,-2.1995197600491303,-1.3840647132241644,0.815455046824966
FE+AR,1,55,-2.6494189258887255,-1.4097582460631428,1.2396606798255827
FE+AR,1,56,-2.607465843579557,-1.4315821341821033,1.1758837093974535
FE+AR,1,57,-2.7609091417401284,-1.4501191759977923,1.310789965742336
FE+AR,1,58,-1.9004174851549163,-1.465864395978922,0.43455308917599433
FE+AR,1,59,-1.4792086944351117,-1.4792382640814548,-2.956964634304171e-05
FE+AR,2,45,-0.9501448314289556,-0.5478290861135122,0.40231574531544334
FE+AR,2,46,-1.0444883854324079,-0.6594766100548921,0.38501177537751574
FE+AR,2,47,-1.8136333352388299,-0.7543091535795897,1.0593241816592402
FE+AR,2,48,-1.6886585970723624,-0.8348591827596862,0.8537994143126763
FE+AR,2,49,-1.8185450884359928,-0.9032777546945898,0.915267333741403
FE+AR,2,50,-1.1130472910724818,-0.9613919606515536,0.15165533042092816
FE+AR,2,51,-1.3486987470902727,-1.0107537178250545,0.3379450292652182
FE+AR,2,52,-1.5506073562687352,-1.052681212679928,0.49792614358880716
FE+AR,2,53,-2.2601434648723844,-1.0882941026065687,1.1718493622658157
FE+AR,2,54,-2.8047761297724025,-1.1185434159346603,1.6862327138377422
FE+AR,2,55,-2.7933354272780644,-1.1442369487736386,1.6490984785044258
FE+AR,2,56,-2.6485714288695927,-1.1660608368925995,1.4825105919769932
FE+AR,2,57,-2.051983351313087,-1.1845978787082883,0.8673854726047987
FE+AR,2,58,-2.1534663982679576,-1.2003430986894177,0.9531232995785399
FE+AR,2,59,-1.125016951502219,-1.2137169667919507,-0.0887000152897317
FE+AR,3,45,-0.3143412894177347,-0.01570726837101022,0.2986340210467245
FE+AR,3,46,-0.8157554043470153,-0.1273547923123901,0.6884006120346252
FE+AR,3,47,-1.443729225341749,-0.22218733583708772,1.2215418895046612
FE+AR,3,48,-1.2536581415470875,-0.3027373650171842,0.9509207765299034
FE+AR,3,49,-0.747822131306225,-0.3711559369520878,0.3766661943541372
FE+AR,3,50,-0.3999562246074904,-0.42927014290905163,-0.029313918301561215
FE+AR,3,51,-1.1889823219931752,-0.4786319000825525,0.7103504219106227
