category,model,cohort_idx,time_idx,tau_ct,tau_ct_std,tau_ct_lo95,tau_ct_hi95,is_post,is_observed_ct,truth
scenA_seed0,FE+AR,0,0,0.007829312801134414,0.10882296213882052,-0.2054636929909538,0.22112231859322262,False,True,0.0
scenA_seed0,FE+AR,1,0,0.041760168521344454,0.10882296213881269,-0.17153283727072843,0.25505317431341734,False,True,0.0
scenA_seed0,FE+AR,2,0,0.00350363210575777,0.10882296213881268,-0.2097893736863151,0.21679663789783063,False,True,0.0
scenA_seed0,FE+AR,3,0,0.010361591732662934,0.10882296213881262,-0.20293141405940981,0.22365459752473568,False,True,0.0
scenA_seed0,FE+AR,4,0,0.021632073571063337,0.1088229621388126,-0.19166093222100936,0.23492507936313603,False,True,0.0
scenA_seed0,FE+AR,5,0,-0.01620835339778104,0.10882296213881255,-0.22950135918985365,0.19708465239429157,False,True,0.0
scenA_seed0,FE+AR,6,0,0.020537774266915276,0.10882296213881251,-0.19275523152515725,0.2338307800589878,False,True,0.0
scenA_seed0,FE+AR,7,0,0.05431369546349041,0.10882296213881248,-0.15897931032858206,0.26760670125556285,False,True,0.0
scenA_seed0,FE+AR,8,0,0.03962986629149645,0.10882296213881244,-0.17366313950057594,0.25292287208356884,False,True,0.0
scenA_seed0,FE+AR,9,0,0.029554967904478868,0.10882296213881243,-0.1837380378875935,0.24284797369655123,False,True,0.0
scenA_seed0,FE+AR,10,0,0.005327252820790829,0.10882296213881237,-0.20796575297128142,0.21862025861286308,False,True,0.0
scenA_seed0,FE+AR,11,0,0.01201277215255292,0.10882296213881235,-0.20128023363951927,0.2253057779446251,False,True,0.0
scenA_seed0,FE+AR,12,0,0.0029952323077888643,0.10882296213881229,-0.21029777348428322,0.21628823809986095,False,True,0.0
scenA_seed0,FE+AR,13,0,-0.008445357011523491,0.10882296213881226,-0.22173836280359552,0.20484764878054854,False,True,0.0
scenA_seed0,FE+AR,14,0,0.02183641416021298,0.10882296213881223,-0.191456591631859,0.23512941995228495,False,True,0.0
scenA_seed0,FE+AR,15,0,0.006490187898379851,0.10882296213881221,-0.20680281789369206,0.21978319369045177,False,True,0.0
scenA_seed0,FE+AR,16,0,0.0272602960482915,0.10882296213881217,-0.18603270974378033,0.24055330184036333,False,True,0.0
scenA_seed0,FE+AR,17,0,0.05154852175844904,0.10882296213881214,-0.16174448403362274,0.2648415275505208,False,True,0.0
scenA_seed0,FE+AR,18,0,0.01745171473727225,0.10882296213881211,-0.19584129105479947,0.23074472052934397,False,True,0.0
scenA_seed0,FE+AR,19,0,0.055389614586948244,0.10882296213881207,-0.1579033912051234,0.2686826203790199,False,True,0.0
scenA_seed0,FE+AR,0,1,0.007829312801139743,0.10882296213877729,-0.20546369299086376,0.22112231859314324,False,True,0.0
scenA_seed0,FE+AR,1,1,0.04176016852135023,0.10882296213876946,-0.17153283727063792,0.2550531743133384,False,True,0.0
scenA_seed0,FE+AR,2,1,0.0035036321057635433,0.10882296213876944,-0.20978937368622455,0.21679663789775164,False,True,0.0
scenA_seed0,FE+AR,3,1,0.010361591732668707,0.1088229621387694,-0.2029314140593193,0.22365459752465672,False,True,0.0
scenA_seed0,FE+AR,4,1,0.02163207357106911,0.10882296213876935,-0.19166093222091882,0.23492507936305704,False,True,0.0
scenA_seed0,FE+AR,5,1,-0.016208353397775266,0.10882296213876932,-0.22950135918976314,0.1970846523942126,False,True,0.0
scenA_seed0,FE+AR,6,1,0.02053777426692127,0.10882296213876928,-0.19275523152506652,0.23383078005890906,False,True,0.0
