model,effect_type,index,mean,lo95,hi95,truth
FE+AR,alpha,0,-2.0802701209012926,-2.152884467100395,-2.00765577470219,-2.0195680486561467
FE+AR,alpha,1,-1.9311313842987943,-2.003745730497882,-1.8585170380997065,-1.9236327132530777
FE+AR,alpha,2,-1.7038666234248772,-1.776480969623965,-1.6312522772257894,-1.6990264652506524
FE+AR,alpha,3,-1.1648868460554698,-1.2375011922545576,-1.092272499856382,-1.1577885324758046
FE+AR,alpha,4,-0.37684040990281764,-0.4494547561019053,-0.30422606370373,-0.3753363408578673
FE+AR,alpha,5,0.24777424749679677,0.1751599012977092,0.32038859369588435,0.2799961534032595
FE+AR,alpha,6,0.5842462149887323,0.5116318687896448,0.6568605611878198,0.6020925178827432
FE+AR,alpha,7,0.5934634451926517,0.5208490989935644,0.6660777913917391,0.5683420183474751
FE+AR,alpha,8,0.26364985384624584,0.19103550764715854,0.33626420004533314,0.29306945633694637
FE+AR,alpha,9,0.20120447750445547,0.12859013130536823,0.2738188237035427,0.13804119525385405
FE+AR,alpha,10,0.17898689471108276,0.10637254851199567,0.25160124091016983,0.19543076921852426
FE+AR,alpha,11,0.26715975599745034,0.1945454097983633,0.33977410219653736,0.25865321634085603
FE+AR,alpha,12,0.3403847616046539,0.26777041540556695,0.4129991078037409,0.3010586075508868
FE+AR,alpha,13,0.4870120660210904,0.4143977198220035,0.5596264122201773,0.4744701783067515
FE+AR,alpha,14,0.7531486907988619,0.6805343445997751,0.8257630369979487,0.7697687855195101
FE+AR,alpha,15,0.8218054825533958,0.7491911363543091,0.8944198287524825,0.8418966221916238
FE+AR,alpha,16,0.6133072885700509,0.5406929423709643,0.6859216347691375,0.536428866199437
FE+AR,alpha,17,0.3500550487418064,0.27744070254271985,0.4226693949408929,0.33846170456318025
FE+AR,alpha,18,0.5530502696392826,0.48043592344019614,0.6256646158383691,0.6218536503992999
FE+AR,alpha,19,1.0017468869166914,0.9291325407176051,1.074361233115778,0.9557883589792013
FE+AR,beta,0,-1.5377670210417778,-1.6657262565658018,-1.4098077855177538,-1.539931398342287
FE+AR,beta,1,-1.9931341046315167,-2.1210933401554106,-1.8651748691076226,-1.9177740122200777
FE+AR,beta,2,-1.4646693882175457,-1.59262862374144,-1.3367101526936513,-1.5244169426680905
FE+AR,beta,3,-0.5962524201200363,-0.7242116556439308,-0.4682931845961419,-0.524162153585851
FE+AR,beta,4,0.5559985248355754,0.4280392893116812,0.6839577603594696,0.5020332461435977
FE+AR,beta,5,1.1287376034890702,1.0007783679651758,1.2566968390129645,1.0598921908222623
FE+AR,beta,6,1.0382055021210792,0.9102462665971849,1.1661647376449735,1.0545997321714968
FE+AR,beta,7,0.7392920746935248,0.6113328391696308,0.8672513102174187,0.7088727894875662
FE+AR,beta,8,0.3180141538050274,0.19005491828113324,0.44597338932892155,0.26597066462989377
FE+AR,beta,9,-0.12685607962573847,-0.25481531514963274,0.0011031558981557943,-0.1029721098601572
FE+AR,beta,10,-0.45812197282884387,-0.5860812083527378,-0.3301627373049499,-0.4146737807170412
FE+AR,beta,11,-0.8475872675628549,-0.9755465030867492,-0.7196280320389605,-0.7546462895283551
FE+AR,beta,12,-1.0019082540003208,-1.1298674895242151,-0.8739490184764265,-0.9676654690396811
FE+AR,beta,13,-0.8365413095054686,-0.9645005450293626,-0.7085820739815746,-0.8986351253626674
FE+AR,beta,14,-0.9332812211053197,-1.0612404566292142,-0.8053219855814253,-0.8484989721685066
FE+AR,beta,15,-0.9473475981805592,-1.0753068337044531,-0.8193883626566653,-1.0289401604330561
FE+AR,beta,16,-1.2145370333842525,-1.3424962689081468,-1.0865777978603581,-1.138718632160055
FE+AR,beta,17,-0.8231602713787739,-0.951119506902668,-0.6952010358548798,-0.7107941432573885
FE+AR,beta,18,0.3027787762234804,0.1748195406995864,0.43073801174737436,0.3593305752482711
FE+AR,beta,19,1.5909850853389809,1.4630258498150868,1.718944320862875,1.5407839376516186
FE+AR,beta,20,2.0319429844647,1.9039837489408058,2.159902219988594,1.9922585197757712
FE+AR,beta,21,1.5331589738650437,1.4051997383411496,1.6611182093889378,1.5215853828650678
FE+AR,beta,22,0.5947870350506108,0.46682779952671677,0.7227462705745049,0.7822649220608406
FE+AR,beta,23,0.43733625627143247,0.3093770207475383,0.5652954917953266,0.40420452335690943
FE+AR,beta,24,0.48505868887908377,0.35709945335518944,0.6130179244029781,0.3825544683694883
FE+AR,beta,25,0.4553537344884486,0.3273944989645545,0.5833129700123427,0.4421126689969735
FE+AR,beta,26,0.5460064367480351,0.41804720122414085,0.6739656722719293,0.6196436893844159
FE+AR,beta,27,1.098336324430204,0.9703770889063099,1.2262955599540981,0.9767744449978919
FE+AR,beta,28,1.1310956491120647,1.0031364135881704,1.259054884635959,1.0963701693548178
FE+AR,beta,29,0.7781134843060331,0.6501542487821389,0.9060727198299273,0.7708229041664485
FE+AR,beta,30,0.5282908715660957,0.40033163604220146,0.6562501070899899,0.444619271417304
FE+AR,beta,31,0.32711461066112335,0.1991553751372292,0.4550738461850175,0.2836942375914819
FE+AR,beta,32,0.011922031552111356,-0.11603720397178291,0.13988126707600562,-0.007039735969616212
FE+AR,beta,33,-0.4059293633091142,-0.5338885988330084,-0.27797012778522,-0.29223487046172053
FE+AR,beta,34,-0.2941889098009413,-0.4221481453248356,-0.16622967427704705,-0.37299142766051624
FE+AR,beta,35,-0.3790348289906569,-0.506994064514551,-0.25107559346676284,-0.4394054391515896
FE+AR,beta,36,-0.49282151619622394,-0.6207807517201182,-0.36486228067232973,-0.476107663996375
FE+AR,beta,37,-0.5425441668232529,-0.6705034023471472,-0.4145849312993586,-0.447270850745575
FE+AR,beta,38,-0.6314065664607824,-0.7593658019846765,-0.5034473309368883,-0.6076780579362013
FE+AR,beta,39,-0.8588010116414289,-0.986760247165323,-0.7308417761175348,-0.8798860303875276
FE+AR,beta,40,-0.8891712925994802,-1.0171305281233745,-0.761212057075586,-0.8369574945248528
FE+AR,beta,41,-0.3172155744983409,-0.445174810022235,-0.18925633897444685,-0.2891908432393086
FE+AR,beta,42,0.4892226040779948,0.3612633685541006,0.617181839601889,0.4889333595538365
FE+AR,beta,43,1.0902986907047894,0.9623394551808951,1.2182579262286837,1.1040585722922853
FE+AR,beta,44,1.2909851773382521,1.1630259418143578,1.4189444128621465,1.3303322398836916
FE+AR,beta,45,1.0707469891983494,0.9427877536744553,1.1987062247222435,1.1484121307154396
FE+AR,beta,46,0.6230890757142709,0.49512984019037665,0.7510483112381651,0.6145366075846987
FE+AR,beta,47,-0.20220622541741173,-0.33016546094130583,-0.07424698989351763,-0.004152339940762417
FE+AR,beta,48,-0.14754528915936205,-0.2755045246832562,-0.019586053635467893,-0.22286730066833865
FE+AR,beta,49,0.0966946739412669,-0.03126456158262719,0.224653909465161,0.0703521748540637
FE+AR,beta,50,0.4486485074056181,0.320689271881724,0.5766077429295122,0.3927084640627095
