model,period,mean,lo95,hi95,truth
FE+AR,45,1.1393021004811361,0.2088461894814091,2.069758011480863,1.1484121307154396
FE+AR,46,1.0276545765397562,-0.19314727250958375,2.2484564255890964,0.6145366075846987
FE+AR,47,0.9328220330150586,-0.4603728713868195,2.3260169374169366,-0.004152339940762417
FE+AR,48,0.8522720038349622,-0.6530885319445753,2.3576325396144995,-0.22286730066833865
FE+AR,49,0.7838534319000585,-0.7974980599715269,2.365204923771644,0.0703521748540637
FE+AR,50,0.7257392259430947,-0.9082440906304371,2.3597225425166264,0.3927084640627095
FE+AR,51,0.6763774687695938,-0.9945488045832698,2.3473037421224574,0.2217194207344399
FE+AR,52,0.6344499739147202,-1.0626301079060163,2.331530055735457,-0.38555563188906783
FE+AR,53,0.5988370839880797,-1.1168645524733811,2.3145387204495407,-0.8812767197189133
FE+AR,54,0.568587770659988,-1.1604241686439103,2.2975997099638863,-0.9348072770289704
FE+AR,55,0.5428942378210097,-1.195657368831744,2.281445844473763,-0.7361665146482703
FE+AR,56,0.5210703497020489,-1.224331436095567,2.2664721354996646,-0.6191871862446118
FE+AR,57,0.5025333078863601,-1.2477940094205116,2.2528606251932315,-0.40192639135709685
FE+AR,58,0.48678808790523054,-1.2670842489595668,2.2406604247700277,0.12391114350641064
FE+AR,59,0.4734142198026976,-1.283011289317965,2.22983972892336,0.5031785132328348
GP-CP,45,1.0630498914827502,0.5460408794368757,1.5800589035286245,1.1484121307154396
GP-CP,46,0.6227809401477604,-0.4591596908706279,1.7047215711661488,0.6145366075846987
GP-CP,47,0.19277237108954703,-1.2376906788549247,1.6232354210340187,-0.004152339940762417
GP-CP,48,-0.08880998496552484,-1.599682112913953,1.4220621429829032,-0.22286730066833865
GP-CP,49,-0.22198268152168632,-1.707308083521031,1.2633427204776584,0.0703521748540637
GP-CP,50,-0.2692933445859339,-1.729861635655185,1.191274946483317,0.3927084640627095
GP-CP,51,-0.28228420881857463,-1.7337541399038112,1.169185722266662,0.2217194207344399
GP-CP,52,-0.28509074662901934,-1.7344074871442787,1.16422599388624,-0.38555563188906783
GP-CP,53,-0.2854864411726358,-1.7347837521739478,1.163810869828676,-0.8812767197189133
GP-CP,54,-0.2850599502406962,-1.7362032384455404,1.1660833379641478,-0.9348072770289704
GP-CP,55,-0.28303983300749735,-1.7416349715584958,1.1755553055435009,-0.7361665146482703
GP-CP,56,-0.2764594864243035,-1.7579715815872108,1.2050526087386038,-0.6191871862446118
GP-CP,57,-0.2597157243235708,-1.7947028480199647,1.275271399372823,-0.40192639135709685
GP-CP,58,-0.2267353976426859,-1.852903392605401,1.3994325973200294,0.12391114350641064
GP-CP,59,-0.176969934792085,-1.9137232613016069,1.5597833917174369,0.5031785132328348
GP-CP-Extended,45,1.0615380381634827,0.5444134077689026,1.5786626685580627,1.1484121307154396
GP-CP-Extended,46,0.6168881941971353,-0.4643939665302378,1.6981703549245082,0.6145366075846987
GP-CP-Extended,47,0.18478932479705013,-1.2382616272711857,1.6078402768652857,-0.004152339940762417
GP-CP-Extended,48,-0.09432515859090262,-1.591725070953556,1.4030747537717507,-0.22286730066833865
GP-CP-Extended,49,-0.22344785108430476,-1.6948430642508527,1.2479473620822432,0.0703521748540637
GP-CP-Extended,50,-0.26800495405840674,-1.7163771672930124,1.1803672591761987,0.3927084640627095
GP-CP-Extended,51,-0.2798424068571038,-1.7201511596180543,1.1604663459038465,0.2217194207344399
GP-CP-Extended,52,-0.2823191257772505,-1.7207857107425384,1.1561474591880372,-0.38555563188906783
GP-CP-Extended,53,-0.28265705508496475,-1.721117139851661,1.1558030296817314,-0.8812767197189133
GP-CP-Extended,54,-0.28226402789624994,-1.722359561406058,1.1578315056135584,-0.9348072770289704
GP-CP-Extended,55,-0.2803709166955345,-1.72725243516409,1.166510601773021,-0.7361665146482703
GP-CP-Extended,56,-0.27405776638157753,-1.7423909477876665,1.1942754150245114,-0.6191871862446118
GP-CP-Extended,57,-0.25769776857958804,-1.77725813430216,1.261862597142984,-0.40192639135709685
GP-CP-Extended,58,-0.2250742310718995,-1.8334601351489246,1.3833116730051254,0.12391114350641064
GP-CP-Extended,59,-0.17550767500741393,-1.8926186920512826,1.541603342036455,0.5031785132328348
