model,effect_type,metric,value
FE+AR,alpha,Bias,1.2628786905111155e-16
FE+AR,alpha,RMSE,0.04121407109289363
FE+AR,alpha,Coverage,1.0
FE+AR,alpha,CI_Width,0.4771363896639739
FE+AR,beta,Bias,6.938893903907228e-18
FE+AR,beta,RMSE,0.061950268558314175
FE+AR,beta,Coverage,1.0
FE+AR,beta,CI_Width,0.8407981460666358
FE+AR,gamma,Bias,-1.9984014443252817e-17
FE+AR,gamma,RMSE,0.8851025215753021
FE+AR,gamma,Coverage,0.0
FE+AR,gamma,CI_Width,
GP-CP,alpha,Bias,3.469446951953614e-17
GP-CP,alpha,RMSE,0.04602343287160119
GP-CP,alpha,Coverage,1.0
GP-CP,alpha,CI_Width,0.36223155776285265
GP-CP,beta,Bias,5.736152293896643e-17
GP-CP,beta,RMSE,0.08719878355258483
GP-CP,beta,Coverage,1.0
GP-CP,beta,CI_Width,0.542408929083491
GP-CP,gamma,Bias,-1.9984014443252817e-17
GP-CP,gamma,RMSE,0.8851025215753021
GP-CP,gamma,Coverage,0.0
GP-CP,gamma,CI_Width,
GP-CP-Extended,alpha,Bias,-6.938893903907228e-18
GP-CP-Extended,alpha,RMSE,0.035996172965457304
GP-CP-Extended,alpha,Coverage,0.9
GP-CP-Extended,alpha,CI_Width,0.12274353507415073
GP-CP-Extended,beta,Bias,-8.280413391995959e-17
GP-CP-Extended,beta,RMSE,0.04697624722154367
GP-CP-Extended,beta,Coverage,0.9666666666666667
GP-CP-Extended,beta,CI_Width,0.20167971477349164
GP-CP-Extended,gamma,Bias,-3.154883761643153e-17
GP-CP-Extended,gamma,RMSE,0.17634118676957053
GP-CP-Extended,gamma,Coverage,0.9516666666666667
GP-CP-Extended,gamma,CI_Width,0.6861983073302504
FE+AR,gamma,Bias,
FE+AR,gamma,RMSE,
FE+AR,gamma,Coverage,
GP-CP,gamma,Bias,
GP-CP,gamma,RMSE,
GP-CP,gamma,Coverage,
