model,metric,value
FE+AR,Bias,-1.069241118080336
FE+AR,MAE,1.2755313546590055
FE+AR,RMSE,1.6291679403882182
GP-CP,Bias,0.027859469548320432
GP-CP,MAE,1.0081905613614877
GP-CP,RMSE,1.2145842718289361
GP-CP-Extended,Bias,0.0358174272087238
GP-CP-Extended,MAE,0.9661970916196977
GP-CP-Extended,RMSE,1.1802271188840483
