model,cohort,period,y_true,y_hat,resid
FE+AR,0,45,-0.5132123496875234,-0.6224759790684473,-0.10926362938092393
FE+AR,0,46,1.070072913399343,-0.5718205471531772,-1.6418934605525202
FE+AR,0,47,2.189542586901194,-0.5252194966429413,-2.7147620835441355
FE+AR,0,48,2.9081234342527686,-0.48234832120236804,-3.3904717554551365
FE+AR,0,49,3.0671575486226987,-0.44290848747474176,-3.5100660360974407
FE+AR,0,50,1.8902478678146553,-0.4066253562454849,-2.29687322406014
FE+AR,0,51,0.37632277411503245,-0.37324626999245836,-0.7495690441074908
FE+AR,0,52,0.499272774578589,-0.3425387935057381,-0.8418115680843271
FE+AR,0,53,0.8414115273560138,-0.3142890953254299,-1.1557006226814437
FE+AR,0,54,1.3177745106809364,-0.2883004587266643,-1.6060749694076009
FE+AR,0,55,1.392359603304892,-0.2643919118830206,-1.6567515151879126
FE+AR,0,56,2.360006371513064,-0.24239696766952312,-2.602403339182587
FE+AR,0,57,3.4039719096058483,-0.2221624643298321,-3.62613437393568
FE+AR,0,58,1.547028885644176,-0.203547498934616,-1.750576384578792
FE+AR,0,59,0.09220596619158505,-0.1864224462042442,-0.27862841239582925
FE+AR,1,45,-1.6851487178520441,-1.4436706978884752,0.24147801996356888
FE+AR,1,46,0.6110561951024027,-1.3930152659732051,-2.0040714610756076
FE+AR,1,47,0.7775599277351132,-1.3464142154629692,-2.1239741431980823
FE+AR,1,48,0.879074059229326,-1.303543040022396,-2.182617099251722
FE+AR,1,49,0.7581927382901088,-1.2641032062947697,-2.0222959445848785
FE+AR,1,50,1.0834185247354706,-1.2278200750655128,-2.3112385998009835
FE+AR,1,51,0.10974307549954021,-1.1944409888124863,-1.3041840643120266
FE+AR,1,52,-0.5120111781421612,-1.163733512325766,-0.6517223341836047
FE+AR,1,53,-0.9699135433144366,-1.135483814145458,-0.16557027083102138
FE+AR,1,54,-0.2683640962256152,-1.1094951775466924,-0.8411310813210772
FE+AR,1,55,1.121227528994311,-1.0855866307030486,-2.20681415969736
FE+AR,1,56,2.6767926275480023,-1.0635916864895512,-3.7403843140375534
FE+AR,1,57,2.1528899008550946,-1.04335718314986,-3.1962470840049546
FE+AR,1,58,0.9929774012943976,-1.024742217754644,-2.0177196190490414
FE+AR,1,59,-0.19343139046233365,-1.0076171650242722,-0.8141857745619385
FE+AR,2,45,-1.7254713587924988,-2.012678577023456,-0.2872072182309571
FE+AR,2,46,-0.00443645858502395,-1.962023145108186,-1.957586686523162
FE+AR,2,47,-0.5827064530218902,-1.91542209459795,-1.33271564157606
FE+AR,2,48,-1.0612678485669664,-1.8725509191573768,-0.8112830705904104
FE+AR,2,49,-0.6508111387618729,-1.8331110854297505,-1.1822999466678776
FE+AR,2,50,0.6721707417506019,-1.7968279542004937,-2.4689986959510954
FE+AR,2,51,-0.2720620210074004,-1.7634488679474671,-1.4913868469400668
FE+AR,2,52,-1.2829896769919664,-1.7327413914607468,-0.4497517144687804
FE+AR,2,53,-2.0499661225709476,-1.7044916932804388,0.34547442929050876
FE+AR,2,54,-0.47427835747880315,-1.6785030566816732,-1.20422469920287
FE+AR,2,55,0.9589735355874518,-1.6545945098380295,-2.613568045425481
FE+AR,2,56,2.498849911060599,-1.632599565624532,-4.13144947668513
FE+AR,2,57,1.837694039546026,-1.6123650622848409,-3.450059101830867
FE+AR,2,58,0.05870478591645517,-1.5937500968896248,-1.6524548828060799
FE+AR,2,59,-1.428769205483437,-1.576625044159253,-0.14785583867581598
FE+AR,3,45,-1.2019911575705735,-1.824744190424539,-0.6227530328539654
FE+AR,3,46,-0.700112728362775,-1.7740887585092688,-1.0739760301464938
FE+AR,3,47,-1.3953407383290028,-1.727487707999033,-0.3321469696700301
FE+AR,3,48,-1.4925811839151821,-1.6846165325584597,-0.19203534864327754
FE+AR,3,49,-0.7232346359501635,-1.6451766988308334,-0.9219420628806699
FE+AR,3,50,1.008712443912943,-1.6088935676015765,-2.6176060115145194
FE+AR,3,51,0.18565395419558733,-1.57551448134855,-1.7611684355441373
FE+AR,3,52,-1.2208291991197526,-1.5448070048618296,-0.323977805742077
FE+AR,3,53,-1.3691114541748923,-1.5165573066815217,-0.14744585250662934
FE+AR,3,54,-0.6405136617497611,-1.490568670082756,-0.850055008332995
FE+AR,3,55,1.6929174370669855,-1.4666601232391123,-3.159577560306098
FE+AR,3,56,3.369594864672863,-1.4446651790256149,-4.814260043698478
FE+AR,3,57,3.161368042847723,-1.4244306756859237,-4.585798718533647
FE+AR,3,58,0.22501231577152084,-1.4058157102907076,-1.6308280260622285
FE+AR,3,59,-1.178421653734531,-1.388690657560336,-0.21026900382580505
FE+AR,4,45,0.4762545422295277,-0.9325864564994717,-1.4088409987289994
FE+AR,4,46,-0.2803680162582079,-0.8819310245842016,-0.6015630083259937
FE+AR,4,47,0.19252637097177533,-0.8353299740739657,-1.027856345045741
FE+AR,4,48,-0.26032420246842247,-0.7924587986333924,-0.5321345961649699
FE+AR,4,49,0.1459652116341076,-0.7530189649057661,-0.8989841765398737
FE+AR,4,50,0.909304624850223,-0.7167358336765093,-1.6260404585267323
FE+AR,4,51,0.5961689962180385,-0.6833567474234827,-1.2795257436415213
FE+AR,4,52,-1.0248808780933427,-0.6526492709367625,0.3722316071565802
FE+AR,4,53,-0.8004930478590331,-0.6243995727564543,0.17609347510257878
FE+AR,4,54,-0.29642039111602675,-0.5984109361576887,-0.30199054504166195
FE+AR,4,55,1.2379342631593966,-0.574502389314045,-1.8124366524734414
FE+AR,4,56,2.8818222032982743,-0.5525074451005475,-3.4343296483988217
FE+AR,4,57,2.76480371367955,-0.5322729417608565,-3.2970766554404065
FE+AR,4,58,1.4019364117568462,-0.5136579763656404,-1.9155943881224866
FE+AR,4,59,0.4284998830936676,-0.4965329236352686,-0.9250328067289362
FE+AR,5,45,0.45691058175304644,-0.3113199881822296,-0.768230569935276
FE+AR,5,46,-0.3699971761993378,-0.2606645562669595,0.1093326199323783
FE+AR,5,47,0.5298366861296526,-0.21406350575672362,-0.7439001918863762
FE+AR,5,48,0.8143261920709108,-0.17119233031615033,-0.9855185223870612
FE+AR,5,49,1.3757727755285174,-0.13175249658852406,-1.5075252721170416
FE+AR,5,50,1.7503021256820235,-0.0954693653592672,-1.8457714910412908
FE+AR,5,51,0.26431162247402135,-0.06209027910624065,-0.326401901580262
FE+AR,5,52,-0.33045430078001925,-0.03138280261952042,0.2990714981604988
FE+AR,5,53,0.24447516893654803,-0.00313310443921222,-0.24760827337576025
FE+AR,5,54,0.29199776030742186,0.022855532159553382,-0.2691422281478685
FE+AR,5,55,0.7386206114720864,0.04676407900319712,-0.6918565324688892
FE+AR,5,56,1.0506309165814796,0.06875902321669458,-0.981871893364785
FE+AR,5,57,2.16537436727157,0.0889935265563856,-2.0763808407151845
FE+AR,5,58,2.384475193530612,0.10760849195160171,-2.2768667015790105
FE+AR,5,59,1.0669748985215781,0.12473354468197351,-0.9422413538396046
FE+AR,6,45,-0.03666871293545654,-0.47374078165807365,-0.4370720687226171
FE+AR,6,46,0.21283838988480613,-0.42308534974280354,-0.6359237396276096
