model,period,mean,lo95,hi95,truth
FE+AR,45,-1.2285069496483192,-2.2140950841851383,-0.24291881511149993,-0.8971118813271997
FE+AR,46,-1.177851517733049,-2.5170657171352686,0.16136268166917045,-0.3232947769905115
FE+AR,47,-1.1312504672228132,-2.708992852104628,0.44649191765900187,-0.06483988178767025
FE+AR,48,-1.08837929178224,-2.8428384514269087,0.6660798678624289,-0.009602994195727133
FE+AR,49,-1.0489394580546136,-2.9401012553597123,0.8422223392504853,0.10444842801696186
FE+AR,50,-1.0126563268253568,-3.01222495138349,0.9869122977327762,0.08750837469845962
FE+AR,51,-0.9792772405723302,-3.066198638971451,1.1076441578267904,-0.2889970135340805
FE+AR,52,-0.94856976408561,-3.1066596381394898,1.20952010996827,-0.5585254644049193
FE+AR,53,-0.9203200659053018,-3.1368572921142928,1.296217160303689,-0.12890498459145205
FE+AR,54,-0.8943314293065362,-3.1591562110390905,1.3704933524260179,0.7472710377781598
FE+AR,55,-0.8704228824628925,-3.175324590845617,1.434478825919832,1.4248528949775632
FE+AR,56,-0.848427938249395,-3.186711311284658,1.4898554347858677,1.6039191395134105
FE+AR,57,-0.828193434909704,-3.1943607666935323,1.5379738968741243,1.1296000329559885
FE+AR,58,-0.8095784695144879,-3.1990906007323456,1.57993366170337,0.0764223652296771
FE+AR,59,-0.7924534167841161,-3.2015461976309605,1.6166393640627281,-0.9599478014386763
GP-CP,45,-1.2029046438817017,-1.9973767873817971,-0.4084325003816064,-0.8971118813271997
GP-CP,46,-0.7919278000511419,-2.1035555026961936,0.5196999025939096,-0.3232947769905115
GP-CP,47,-0.3304028321100241,-2.000101769879794,1.3392961056597459,-0.06483988178767025
GP-CP,48,0.03133929066700569,-1.7825076610153823,1.8451862423493939,-0.009602994195727133
GP-CP,49,0.25547498302006033,-1.5573503691335118,2.068300335173632,0.10444842801696186
GP-CP,50,0.3710234922619571,-1.3847700781418069,2.126817062665721,0.08750837469845962
GP-CP,51,0.42166118084503823,-1.2774843399711648,2.120806701661241,-0.2889970135340805
GP-CP,52,0.44007432320830076,-1.2243078025223184,2.10445644893892,-0.5585254644049193
GP-CP,53,0.4439530729060943,-1.2112901730962047,2.099196318908393,-0.12890498459145205
GP-CP,54,0.44015803693055705,-1.2328041906787566,2.113120264539871,0.7472710377781598
GP-CP,55,0.4292414724900112,-1.2937736670547033,2.152256612034726,1.4248528949775632
GP-CP,56,0.40847160983644054,-1.404769246313777,2.2217124659866583,1.6039191395134105
GP-CP,57,0.3742081503397304,-1.5711307180970486,2.3195470187765093,1.1296000329559885
GP-CP,58,0.3246247661450602,-1.7816026337252362,2.430852166015357,0.0764223652296771
GP-CP,59,0.26235505876569853,-2.006785159138536,2.531495276669933,-0.9599478014386763
GP-CP-Extended,45,-1.0000143141641393,-1.5103519160692285,-0.4896767122590502,-0.8971118813271997
GP-CP-Extended,46,-0.5231015338749432,-1.6567977636560127,0.6105946959061264,-0.3232947769905115
GP-CP-Extended,47,-0.12019166881207938,-1.7357537460656292,1.4953704084414703,-0.06483988178767025
GP-CP-Extended,48,0.13768495361391775,-1.662953772595525,1.9383236798233605,-0.009602994195727133
GP-CP-Extended,49,0.2710646094582196,-1.5230614903973225,2.065190709313762,0.10444842801696186
GP-CP-Extended,50,0.32723263616188325,-1.4191196288559436,2.07358490117971,0.08750837469845962
GP-CP-Extended,51,0.3464083835647506,-1.3715056609303775,2.064322428059879,-0.2889970135340805
GP-CP-Extended,52,0.351660453493408,-1.3563140665818711,2.059634973568687,-0.5585254644049193
GP-CP-Extended,53,0.35255562598039053,-1.3543207916234032,2.0594320435841844,-0.12890498459145205
GP-CP-Extended,54,0.35157980679178946,-1.3608844905192397,2.064044104102819,0.7472710377781598
GP-CP-Extended,55,0.34774380693995166,-1.3833743295780188,2.0788619434579223,1.4248528949775632
GP-CP-Extended,56,0.3375104060746136,-1.439535993748442,2.1145568058976694,1.6039191395134105
GP-CP-Extended,57,0.31549079862675306,-1.5499639187132708,2.1809455159667768,1.1296000329559885
GP-CP-Extended,58,0.2772408911688976,-1.7185144376253776,2.272996219963173,0.0764223652296771
GP-CP-Extended,59,0.22385467125572373,-1.9172411947881236,2.364950537299571,-0.9599478014386763
