model,metric,value
FE+AR,MAE,1.1237963264843913
FE+AR,MAPE,1223.173044609356
FE+AR,RMSE,1.30537013323807
FE+AR,Coverage,0.9333333333333333
FE+AR,CI_Width,4.010941987465309
GP-CP,MAE,0.568110521973656
GP-CP,MAPE,203.80831206245347
GP-CP,RMSE,0.6811666356481987
GP-CP,Coverage,1.0
GP-CP,CI_Width,3.4275947013625756
GP-CP-Extended,MAE,0.5251120385636495
GP-CP-Extended,MAPE,236.5248073508718
GP-CP-Extended,RMSE,0.6658076531824642
GP-CP-Extended,Coverage,1.0
GP-CP-Extended,CI_Width,3.327521697070257
