model,effect_type,index,mean,lo95,hi95,truth
FE+AR,alpha,0,0.4101071040570052,0.3358925349968901,0.48432167311712027,0.43668737929204654
FE+AR,alpha,1,0.20666106292214997,0.13244649386204965,0.2808756319822503,0.1379126885540961
FE+AR,alpha,2,-0.14652496920047572,-0.2207395382605759,-0.07231040014037554,-0.18235035504319164
FE+AR,alpha,3,-0.34863527058529276,-0.4228498396453929,-0.2744207015251926,-0.3551512247894041
FE+AR,alpha,4,-0.10711203756464058,-0.1813266066247406,-0.03289746850454055,-0.11802394876003308
FE+AR,alpha,5,0.006476895214348577,-0.06773767384575134,0.0806914642744485,-0.08553477716456392
FE+AR,alpha,6,-0.975221827665077,-1.049436396725177,-0.9010072586049772,-0.9600659285815208
FE+AR,alpha,7,-2.298713966426419,-2.372928535486519,-2.224499397366319,-2.297966392649865
FE+AR,alpha,8,-3.0363364109201987,-3.110550979980298,-2.962121841860099,-2.993815991051042
FE+AR,alpha,9,-2.512976770645484,-2.5871913397055835,-2.4387622015853845,-2.4822152020860573
FE+AR,alpha,10,-1.148381987582246,-1.2225965566423456,-1.0741674185221466,-1.1206099199392034
FE+AR,alpha,11,0.3398810193303281,0.2656664502702287,0.4140955883904275,0.38489593947955
FE+AR,alpha,12,1.3209570031756623,1.246742434115563,1.3951715722357616,1.3024648836743924
FE+AR,alpha,13,1.3131970225481586,1.2389824534880594,1.3874115916082579,1.3540464044551592
FE+AR,alpha,14,1.1710333680805207,1.0968187990204217,1.2452479371406198,1.2020138791213753
FE+AR,alpha,15,1.5495972894119459,1.4753827203518468,1.623811858472045,1.5422387235734254
FE+AR,alpha,16,1.942112499629873,1.867897930569774,2.016327068689972,1.9122522159637856
FE+AR,alpha,17,1.4781990120658646,1.4039844430057657,1.5524135811259634,1.5069190112723183
FE+AR,alpha,18,0.5851356294250615,0.5109210603649627,0.6593501984851603,0.5790819046884625
FE+AR,alpha,19,0.250545334728916,0.17633076566881725,0.32475990378901476,0.23722070999026956
FE+AR,beta,0,-1.8792781697113596,-2.010057279057587,-1.7484990603651323,-1.9025448190824108
