model,metric,value
FE+AR,Bias,0.4559126355480716
FE+AR,MAE,0.7799635510455167
FE+AR,RMSE,1.0285123369273466
GP-CP,Bias,-0.019066011721756895
GP-CP,MAE,0.6209848291455772
GP-CP,RMSE,0.7816207055938967
GP-CP-Extended,Bias,-0.019251541911864185
GP-CP-Extended,MAE,0.6043545803974585
GP-CP-Extended,RMSE,0.7639967873301555
